808hz,812hz,816hz,820hz,824hz,828hz,832hz,835hz,839hz,843hz,847hz,851hz,855hz,859hz,863hz,867hz,871hz,875hz,878hz,882hz,886hz,890hz,894hz,898hz,902hz,906hz,910hz,914hz,917hz,921hz,925hz,929hz,933hz,937hz,941hz,945hz,949hz,953hz,957hz,960hz,964hz,968hz,972hz,976hz,980hz,984hz,988hz,992hz,996hz,1000hz,1003hz,1007hz,1011hz,1015hz,1019hz,1023hz,1027hz,1031hz,1035hz,1039hz,1042hz,1046hz,1050hz,1054hz,1058hz,1062hz,1066hz,1070hz,1074hz,1078hz,1082hz,1085hz,1089hz,1093hz,1097hz,1101hz,1105hz,1109hz,1113hz,1117hz,1121hz,1125hz,1128hz,1132hz,1136hz,1140hz,1144hz,1148hz,1152hz,1156hz,1160hz,1164hz,1167hz,1171hz,1175hz,1179hz,1183hz,1187hz,1191hz,1195hz,1199hz,1203hz,1207hz,1210hz,1214hz,1218hz,1222hz,1226hz,1230hz,1234hz,1238hz,1242hz,1246hz,1250hz,1253hz,1257hz,1261hz,1265hz,1269hz,1273hz,1277hz,1281hz,1285hz,1289hz,1292hz,1296hz,1300hz,1304hz,1308hz,1312hz,1316hz,1320hz,1324hz,1328hz,1332hz,1335hz,1339hz,1343hz,1347hz,1351hz,1355hz,1359hz,1363hz,1367hz,1371hz,1375hz,1378hz,1382hz,1386hz,1390hz,1394hz,1398hz,1402hz,1406hz,1410hz,1414hz,1417hz,1421hz,1425hz,1429hz,1433hz,1437hz,1441hz,1445hz,1449hz,1453hz,1457hz,1460hz,1464hz,1468hz,1472hz,1476hz,1480hz,1484hz,1488hz,1492hz,1496hz,1500hz,1503hz,1507hz,1511hz,1515hz,1519hz,1523hz,1527hz,1531hz,1535hz,1539hz,1542hz,1546hz,1550hz,1554hz,1558hz,weight
4953,6874,7086,8882,7491,3391,9749,8352,4478,7371,6456,7560,6459,7129,8511,5278,10612,10883,3355,8066,10884,9276,3459,8820,15257,9950,4114,12148,11226,7257,7432,11577,10556,5851,14250,13778,5334,14512,17729,10797,4662,16018,17493,2395,19653,29462,16406,12921,42020,55944,46383,17878,11208,17073,2938,30329,40099,20310,20559,57236,59654,17449,65965,116768,90072,66093,275143,509722,675573,699788,559947,296625,31383,270808,420511,442747,363509,239402,124862,44333,14440,35454,36340,19300,5996,25526,26609,10268,16007,23825,14589,10364,21789,20525,5527,16348,24230,12650,12096,26993,23474,4474,18107,28215,17111,11137,36449,41727,25510,4327,9248,5053,16947,31586,27220,8163,33928,42902,23245,39039,69383,61883,29969,105999,192711,237228,245824,264864,295265,286696,213059,93206,49661,117859,119363,72692,63844,96680,100482,73889,39835,20665,9896,12029,20505,14716,4525,18492,22331,11854,9840,22502,20171,6286,13980,19366,12188,5049,15351,16029,4219,12880,20864,13947,2641,17282,22523,16994,4706,7312,9675,4810,10831,14291,14444,18918,19649,10240,9830,25897,29512,16223,11582,26149,24746,14434,23345,29480,17023,13436,33029,28500,4027,28.3
58646,55509,58534,63481,49742,29631,44658,59756,51058,33503,43021,49616,41745,49250,63255,59928,52275,73317,97751,96940,74523,53378,44815,35656,20827,20343,23460,12111,26426,48946,59615,55524,43767,50953,65551,61511,37427,3637,23489,27858,20654,39099,44682,26979,36571,62766,63743,33127,23735,51703,43796,38017,71246,80513,52019,19790,60609,85595,89421,83070,41713,46714,136827,154872,74751,237422,539773,786250,859407,720567,434293,131041,74300,132885,167613,278655,343666,288637,138354,26596,124743,124197,49675,38938,71632,38163,39615,85263,80355,42564,64205,93845,76504,28100,39009,51079,28643,40033,68341,64870,41466,57138,77943,62866,22038,31016,47892,36123,35905,65265,72315,42824,7834,38176,29164,29273,84449,107618,69088,56540,156804,190176,90060,144681,447557,715780,849492,797902,589345,326133,183050,227372,214559,82903,133513,336507,456297,447610,315946,121391,58708,136841,119164,56181,61318,75567,40271,46473,83720,73226,34791,35017,38336,27497,57098,76915,52015,18539,69019,80262,42841,20172,55957,46541,15481,70624,92053,56678,22505,75027,84939,46176,16994,55144,48801,22143,44337,37122,21558,84785,118037,92673,27158,71213,101153,63092,27563,85839,89104,30819,52372,94233,55978,28.3
21614,25345,30937,25430,19848,24770,23443,16788,19302,24229,21360,20309,27152,25844,19773,23458,24273,17217,16900,24248,23595,19045,25529,27519,19880,20536,24558,19331,15131,23708,26283,18602,21747,28139,21451,16833,23810,22414,13789,19888,27669,21383,17934,27818,24288,12544,21549,27446,18765,4244,19977,26398,25016,27067,23778,17151,25580,29548,19853,21629,37059,32428,20920,46971,52915,23636,74137,159137,219048,224903,170949,78874,28193,103701,156056,179542,171243,132632,75849,19189,27224,46234,34593,5426,29417,34525,14828,13502,31825,28876,6104,24859,34772,17063,14075,32158,25876,1499,24446,34006,17576,14781,36691,29301,3382,29450,37125,25768,19270,26025,14206,19225,45582,40103,6446,39521,52535,29801,30017,64978,61357,39014,89572,116928,110875,198841,339728,427508,409918,290374,129070,55467,83856,58246,42593,67613,62149,36383,48454,58216,33427,8725,33685,29321,6305,19402,26532,13024,11459,26284,19015,3373,20162,19064,4142,11874,18441,11517,5214,17665,15210,4040,15543,16558,7009,7903,11743,5763,8713,18471,14539,9057,24335,27860,16110,3185,15957,17558,7232,11944,18784,12136,6991,13004,9899,250,9562,13484,8533,5192,8878,4214,9198,28.3
18607,14000,14976,15187,16428,20836,20758,15469,15963,19267,16481,14196,17994,18052,14179,16437,19304,15810,14445,18263,16753,13526,17659,19326,14470,14285,18901,16519,13141,18223,18626,12668,14667,18963,15048,12164,18971,19297,12661,15597,19500,14313,12468,19310,18876,13413,17312,20784,17120,17107,19148,11852,8542,20074,20451,9583,15361,22973,15022,9592,22814,21258,8122,20582,26933,13152,16966,37795,35874,16299,32902,43475,17110,40906,104457,142096,134938,87587,25444,21918,35855,21087,7067,21957,20709,9889,15971,20980,15339,12899,19561,19769,13942,13295,15668,12361,11423,18667,20247,14612,16227,22309,19271,12369,18229,20896,13319,17875,29216,26569,14263,20377,25225,14748,17480,30165,23834,13944,35359,38582,15214,38730,61207,32987,61458,182942,287465,326478,281651,174956,55785,30527,56115,33936,5671,31336,29261,9893,16581,20735,8968,7788,16231,12023,2046,10527,10997,4418,8764,10186,4255,7438,10431,5405,4274,10927,9712,1099,8988,12542,7481,2451,7044,4461,3435,10604,11719,5624,3555,9059,6909,1542,7411,7551,1652,5466,8285,4545,3025,8233,6570,1155,8053,8999,3145,5237,9640,6906,1569,9110,10392,5478,6676,28.3
10283,9826,11169,12093,13048,13891,13111,12458,12627,10994,8614,9597,12220,12413,11862,13858,13981,10946,9931,10818,10148,9414,11183,12405,11654,13066,14012,10454,7307,9795,11045,8519,7878,12458,12634,8838,10027,11245,8221,6388,9537,10717,7813,9019,12421,10038,6451,9312,10940,9829,8991,9479,7372,5572,9448,9335,4783,4814,7843,7894,4027,6587,11169,8673,1842,8049,14868,22691,30734,35894,34929,24689,2227,33275,74396,105834,113414,94369,58632,25206,25571,32426,24270,15572,21326,21360,13353,11766,17112,16302,11046,14149,17524,13130,9589,13155,12521,7531,9137,13779,11571,7095,12567,13450,6989,7124,11650,9838,1795,7926,11839,7017,9000,14218,9458,1994,11551,13177,5092,9678,18966,12380,10595,32646,36452,14334,27621,70275,95187,88592,52390,7510,27777,33559,17954,10661,24638,23875,10261,13949,20640,13819,7264,14595,14860,8555,10443,15619,12985,9721,14260,14058,8803,9290,12006,9700,7535,12371,13115,8197,9449,12617,9723,5418,8923,10943,7426,7330,12309,11495,7360,8667,9554,6322,5408,9912,10482,7273,9273,11141,7560,5424,8918,9144,5376,6753,10708,8204,3596,8778,9393,4798,5530,28.3
62466,42587,13896,26416,24249,11867,35598,42802,16961,26467,53628,43713,10047,39284,55604,37637,4516,38093,39166,7243,30142,41491,19610,20110,48018,44681,13358,39048,54486,28389,20766,55147,52444,15638,34844,59706,41053,9248,48981,46924,8705,49116,71953,48955,7006,55622,55751,5653,70324,101159,67138,46001,114994,130438,67544,50905,113099,83172,55317,170920,198683,80744,139199,320723,301984,64854,548469,1110648,1473648,1478003,1116884,541331,66209,396770,515285,481742,427562,372601,260920,109923,85357,125099,93018,71929,102633,94182,50482,63966,92041,77002,42718,56841,77854,70972,44339,37670,64045,78378,71712,55324,38155,38451,75812,102546,83155,16513,94682,172945,186873,132581,47852,21643,48551,61790,73864,54275,32542,89696,104939,63905,113369,180382,131760,91936,392323,679070,814449,734364,479242,168685,74319,153970,92991,49742,117045,95434,100983,220730,292242,262528,148814,17053,69764,73274,19662,42536,66998,43749,10822,47715,46404,9128,39222,58380,41814,9763,29904,32372,18319,49360,68144,51482,19440,31729,36115,15622,33086,55712,46522,32467,62914,79261,63436,29408,5529,10525,17581,40819,47858,30701,27444,42859,35032,6229,25624,35268,14449,32040,64879,65998,38195,10250,10280,28.3
14024,14242,12996,11912,14288,18107,18171,16253,16407,14726,10635,9540,12182,14633,15317,16017,15535,12999,12874,13051,10260,7139,9780,15245,16195,14087,14245,12822,9010,8644,10967,12142,12174,14706,15701,12198,11035,11984,9821,7061,10096,14848,13716,10161,12209,11731,7215,3258,5322,16023,33388,46936,43028,20784,15305,31875,31991,15509,23015,45861,42430,19562,46847,69349,53353,38590,128375,221570,264987,239288,164653,85128,36230,10822,93095,185884,237846,219219,139324,35705,52904,83798,55036,12890,52166,55470,24255,20913,46835,41826,11921,32027,43450,23645,12820,34467,34002,11860,20887,38781,28127,7010,31314,34062,14377,14245,35459,35882,14804,18735,27055,10085,19213,35015,28809,5255,28952,43770,25153,19867,56523,58126,26096,64461,142012,202900,226658,218963,195684,155219,95050,31375,16461,40491,42111,30216,19136,15693,24972,32700,26782,10562,8494,20387,20437,9483,13696,19632,13212,9169,16161,17525,12832,12034,17542,17239,13085,13779,13919,10483,9490,12834,14747,14365,15033,15584,13869,12739,13444,13842,14035,15588,17033,14655,9407,9819,12237,10049,6398,9626,13917,12369,10171,16747,18152,10680,10365,19705,24797,24122,25280,31422,29642,28.3
13264,13496,12445,13553,15734,14237,11209,12200,13076,11232,11741,14216,13280,11487,13259,13546,11742,12303,12477,10465,11616,13994,12031,10328,14280,14550,9971,10789,13222,9943,7067,10641,11027,8974,11108,11860,9753,12533,14299,9819,8156,12784,11808,7609,11668,13336,7549,10972,18682,18293,12295,7428,3457,3653,8538,6976,1675,10677,11055,659,12503,14738,2022,18736,25423,3749,45814,103294,138028,127585,75359,15692,30176,18263,35177,95554,127549,112209,59732,14327,38494,35254,14398,25062,29843,16844,16760,26101,20330,13169,21214,19691,10294,16837,20290,12355,10733,17725,14822,9613,16219,16355,9804,15994,20502,14028,9750,18845,22114,20041,19402,16579,9586,13930,17963,11108,9830,19222,16833,6917,19090,23134,7363,24328,48638,48068,17398,30120,70632,84120,65722,29443,19275,31798,25291,13451,17037,15521,7460,13407,16544,10456,9649,14878,11987,8211,13531,13818,8948,10328,12837,10629,10662,13462,11913,10195,13748,14280,10916,11030,12356,9927,9047,11934,11571,9444,11577,13000,11060,10136,10746,9912,9655,10190,8847,8642,11183,11274,10291,12691,13652,10599,9194,11586,11458,9308,9730,11068,11772,12121,9292,4182,7820,28.3
13246,37088,47301,29503,25259,51306,49714,25394,51759,69256,46002,26858,62253,67842,31726,50456,89180,69071,31468,100843,128936,70790,94066,279276,428265,475319,409002,265911,104340,49835,101876,87780,31174,35636,80194,101474,105240,95779,69060,35798,43595,60883,52414,34409,45685,47204,33495,56553,73195,60029,86709,161274,204862,180518,104092,47361,58411,40843,12427,58336,63740,21742,58484,93166,64677,27634,94443,107502,28769,126052,291124,388366,376479,271197,125678,8228,64698,59049,18259,21573,32056,26675,10971,28213,63631,98378,120456,114183,81497,39639,3529,32506,41794,25529,12138,31254,35328,18453,17622,37377,31210,5916,27472,35741,20662,23616,48012,46604,20922,35379,48502,25605,21910,58448,55938,21635,81627,122991,83634,84416,270473,446111,533172,494253,349173,170183,73588,95170,74859,22417,50333,65799,40525,26679,50025,49205,28319,23715,33435,23671,3854,24341,26498,13154,19511,29521,25752,24642,44612,62447,69217,70133,67292,55131,33494,25070,36771,30788,17420,58098,102297,129041,127901,98249,53647,19213,24667,29367,21042,14714,20885,19643,9940,4813,10246,10593,6840,10827,13772,9747,3624,4236,9838,12162,8847,5440,9687,14851,14302,9000,13864,18671,15100,34.2
21028,13832,17532,24060,18986,12198,19253,19173,9984,21055,29776,20819,11948,26749,27544,11376,18183,30156,18951,14633,45374,50303,15732,51151,123846,174846,184603,150473,88658,26963,23444,37924,29376,7259,18342,34887,47164,56099,53011,34575,9338,16757,26104,18787,8943,21816,26340,21528,15283,23670,52041,80092,91908,80358,50670,22499,21051,19917,15939,20812,18142,4014,16677,27476,22148,5185,18450,28357,19618,16573,70897,131085,170938,171406,131498,69878,28082,43369,45303,29444,20192,30209,37378,30063,5139,36609,71934,84877,69786,40636,24936,22003,9223,10633,20576,15911,4810,15520,17481,9595,13802,18151,11458,8004,15839,15042,7732,11719,15405,10939,10480,15757,14464,8814,8451,9901,9188,10030,11064,10174,7684,975,14403,31665,43174,42881,31663,18465,15950,16826,14565,16160,18370,15499,13275,16554,16687,12035,13038,17792,15839,10939,15265,17772,13050,12507,17682,15357,4382,8893,14913,13417,17270,22018,16104,13913,27515,27877,10271,46780,97866,133456,139098,114084,69337,22373,17748,28521,18730,2533,16079,18040,8749,9381,15953,11524,4854,12846,13225,6307,8656,12295,8829,7800,12116,9747,5372,11471,12374,6781,7836,10952,7079,34.2
7388,11500,11315,6341,573,9993,15186,7126,7246,11995,2654,8785,9628,8373,10252,3617,10080,11885,14839,13131,18256,41995,37689,11176,88334,165413,214752,213101,153407,61646,18070,48015,36192,9636,20110,18883,12639,50599,68576,51911,16628,19755,29258,18893,10095,29405,30099,10351,18416,25131,16649,23749,35609,37479,28450,17992,22458,23003,17423,19164,19669,15006,14748,20461,23626,23771,24809,23081,17078,16363,21991,27691,33220,36006,30118,15034,11922,19437,14618,3005,11066,18714,16822,1247,21310,37212,44610,56395,66523,59817,37616,12040,13564,24496,19970,8706,18407,20720,12739,11996,16091,14314,11233,18317,22525,15987,10850,15237,12979,8099,12024,16265,14094,10024,14635,15358,11018,12071,12489,7968,5695,11653,14796,12978,13742,15618,12809,10236,10350,8947,8132,12267,14971,11852,11455,15451,13655,8625,8144,9254,8439,9604,12709,11454,11540,15637,13798,7213,8264,13439,12815,7316,13657,16293,6970,9636,19095,19562,10732,15756,41460,60754,67730,65114,52644,30472,11367,14903,15915,11547,9735,12626,14352,14179,12924,9820,8189,9058,8433,6940,8869,12610,12356,8757,9899,12551,11171,7191,5041,8116,11212,10616,10285,34.2
13043,12010,17423,17927,12860,15495,19747,16963,15948,19331,17086,14850,19269,18073,13101,19394,21662,10890,9641,18478,11406,8178,18611,7239,33683,81429,113267,109986,71809,21326,29323,40991,26347,10108,23641,25828,17982,18554,24080,22346,16392,15486,18002,18436,18665,20281,21564,22505,23104,22211,24255,32021,36243,30404,20087,20306,23263,19689,19128,24256,24060,18756,17472,19186,18257,17014,16089,14381,14226,13441,10709,14190,19094,16685,8322,7196,9279,6559,8602,10311,6390,6605,9053,7094,15590,27649,35115,40522,45685,43391,29311,15021,21721,24683,17631,16400,21700,19721,15350,18393,19377,14178,11379,14462,15905,15777,15122,14029,14455,14920,12497,10346,11731,11412,9160,9964,10594,7071,1060,3838,5657,6124,6276,4580,4681,8876,11597,12696,14418,16319,16511,15268,14853,16491,18676,19707,19307,18447,18367,18958,18635,17124,17106,19156,19656,17796,16372,15386,13666,14738,16804,14465,11382,14495,14580,8855,13452,19490,14914,17262,38126,54133,56713,46475,29184,11093,3674,11537,11030,5134,8126,10972,8500,10749,14734,12523,9018,12582,14257,13297,15779,17117,13465,12413,15883,14949,11780,13918,15704,13674,12268,11889,8871,34.2
11913,26712,41756,41106,23486,27665,53613,39901,5481,37940,34083,12239,21763,35269,28306,12329,55864,63495,26520,35008,62097,58542,27577,28182,82498,100943,86256,73925,61488,35578,13953,9675,12807,27194,48651,49455,33626,45348,48379,39671,54026,63684,66799,62600,51880,68241,76074,53445,49325,65653,62790,51029,37603,42036,55945,42065,18584,37415,37707,19047,3080,12256,11327,13703,43017,49506,36898,52060,63784,61281,62099,65182,78078,78244,61214,71288,77086,56729,48045,50989,49335,42052,22125,24679,32037,23572,26441,38039,42010,35038,23199,17315,36907,49733,33494,30582,52827,48127,36712,43236,52694,52425,32111,31954,44348,27564,5239,11164,3391,24578,48226,60520,57463,82976,113293,113900,119392,142380,156120,160933,158956,168893,185829,174278,159025,170111,168679,149945,135149,126872,125029,110559,81324,76397,79783,61443,40270,34619,33221,33019,30846,22061,13411,33711,50385,49489,47343,58335,73456,86193,83003,78307,99964,110246,96217,93759,103261,102324,89382,73830,90808,112717,101333,76386,67816,58971,45649,33005,22870,22532,11817,11654,19104,9313,20961,31302,31462,27362,24382,35364,35686,17064,18929,24282,12021,4012,12124,15300,10822,25656,37901,29609,32493,34.2
4191,15093,19562,7102,10965,18504,9129,9252,20933,15196,4737,20544,18791,10004,23561,21601,14483,33648,32192,16104,52105,60347,16590,130263,269796,353102,333778,220412,71652,50432,89830,62921,35001,65036,80084,78453,68150,46843,29559,31919,23156,5995,27706,30921,13457,20449,32071,24479,19486,29099,36430,52635,68799,65585,41745,18964,19064,10373,9259,21651,16022,3669,20197,22589,12285,15542,23763,20865,16601,33847,63051,87913,92876,71521,33588,11183,21833,13889,9855,19099,13889,10075,18762,19908,26117,38991,43158,35622,25757,19469,8793,7916,16958,12621,1238,12095,11404,2266,11612,13762,4838,9298,15187,8548,4968,13421,9602,4441,13964,12951,1548,11904,16123,7907,6848,14715,9759,4580,14606,12904,10308,25165,33931,29210,15668,5640,4305,2648,6974,5960,3553,7561,6992,4888,8652,8620,1992,6825,10819,7929,6836,7962,4130,9388,13728,10592,8510,11053,8037,9527,15252,10256,11221,24636,20815,9346,36206,40693,6229,79933,165873,215665,202075,131221,40229,32959,52912,31426,12645,31123,26125,10306,22020,24022,12092,14225,19843,14166,12465,17689,14427,8644,14107,15747,11791,11772,12748,9829,9729,11403,9066,8862,13489,34.2
48031,50592,44420,44777,48947,43428,37099,40949,41540,35570,39126,43743,34354,29545,39472,36732,24587,33562,42908,32522,30198,48078,39097,6628,61935,98548,95913,59795,42119,68838,68654,40128,51472,83120,88055,69140,51586,59251,68901,59946,40830,45438,59532,54358,36483,41604,57530,51586,27192,44536,74833,91504,112448,136362,137277,102612,44876,43233,79352,75399,41665,49432,71954,59091,31334,58760,79374,54263,33006,109181,171117,199702,198282,168513,111542,41301,35789,68564,59877,34344,55861,62178,35467,69734,127604,148549,120787,67095,42201,40899,13987,24005,44417,36004,17520,34284,42879,29287,24638,37100,30612,14586,26196,31194,22946,29216,40223,32669,24722,42914,46246,29548,40336,61132,52114,26813,62792,88336,70752,107473,224254,319980,340917,274962,156187,82011,114653,111826,59954,36266,64046,57553,31837,39844,44695,26061,37712,58393,52114,34415,41049,46084,32416,32673,49943,47896,33842,39737,46159,43647,60761,84708,83900,50139,15758,48320,53390,22876,50944,115715,162500,174144,148514,99651,48532,9104,18580,29077,22866,6744,13541,24002,22393,7792,11942,20965,13532,6087,15697,13200,725,14393,20251,11123,11007,26517,25415,9933,14281,21976,14397,4475,20921,34.2
22592,18576,16205,23620,24114,17633,21490,24071,15521,14223,25374,25121,11074,19479,29978,20189,17516,33997,30798,10055,36200,55378,33618,33711,119921,184700,198655,159023,86151,13053,32542,34626,11521,20661,28062,30191,42323,50359,44181,26431,16515,21344,18053,15410,18466,16225,16151,22078,20343,20747,47566,72633,77706,61596,35057,13216,13455,11116,5416,17022,16821,2927,14016,21871,16719,2923,16905,26180,16487,14166,51142,81359,95345,90465,68559,37343,10238,12358,17004,13756,5252,5872,13573,11431,12135,34795,56160,66074,60467,39749,11362,13119,20136,11766,6002,14927,15750,7984,7463,14578,12204,6604,11411,12378,7160,3589,7939,7955,6181,10674,11534,6651,6167,8400,5667,2128,10298,14796,11977,6616,8775,9824,7600,5588,5248,6248,9409,11852,9949,6524,6631,4781,2605,6129,7383,4209,3719,10172,10414,4445,4458,6161,3119,2324,6031,6178,1321,6977,9428,8341,11622,10813,6727,11815,12931,7442,13798,25204,20484,18937,75012,132587,163667,154001,107409,44439,22875,42867,33137,10628,21483,26178,14601,9930,21074,18469,7806,15076,17436,8784,8122,15671,14234,7862,13573,16542,9734,8201,14236,12074,5309,10811,15121,34.2
7823,20620,22346,13790,12349,23642,24152,12510,20194,26377,25812,24700,20074,34680,43048,27478,22906,50352,56581,31808,56228,89491,51192,107915,293018,449137,500557,418288,237860,46258,74998,87457,30603,30753,40142,63517,148065,200650,175303,86314,36508,80861,72200,41243,50351,45323,26125,53541,50428,57494,146683,218619,224904,162316,70879,36087,41177,7114,35452,47369,23671,19233,38843,28746,20095,39760,36965,43740,65888,46455,46406,152468,237981,252122,183469,68547,32051,71052,49354,1907,30429,27060,5805,28888,40295,82673,140502,166174,140613,78389,26208,43861,39819,17659,30490,32617,24028,27782,26318,20867,26986,31271,23675,24312,34389,24105,15455,35685,31891,7014,30511,41217,21003,27172,56718,43416,15574,81089,100490,46829,106649,258224,363700,369454,272367,120894,27117,96961,100425,63168,46864,58397,53714,42209,39703,38650,35073,29466,19419,13151,16431,11012,11480,20405,16445,33547,69981,97383,102916,86757,60615,36890,25237,35739,42732,29136,22246,55466,67227,36664,54496,139139,198791,205677,157870,77077,980,43911,42711,14385,17677,27756,16250,11333,30087,32812,22142,24403,32517,27334,15088,18752,25161,19985,10417,14022,14193,6910,10428,14041,8483,7247,19230,34.2
