808hz,812hz,816hz,820hz,824hz,828hz,832hz,835hz,839hz,843hz,847hz,851hz,855hz,859hz,863hz,867hz,871hz,875hz,878hz,882hz,886hz,890hz,894hz,898hz,902hz,906hz,910hz,914hz,917hz,921hz,925hz,929hz,933hz,937hz,941hz,945hz,949hz,953hz,957hz,960hz,964hz,968hz,972hz,976hz,980hz,984hz,988hz,992hz,996hz,1000hz,1003hz,1007hz,1011hz,1015hz,1019hz,1023hz,1027hz,1031hz,1035hz,1039hz,1042hz,1046hz,1050hz,1054hz,1058hz,1062hz,1066hz,1070hz,1074hz,1078hz,1082hz,1085hz,1089hz,1093hz,1097hz,1101hz,1105hz,1109hz,1113hz,1117hz,1121hz,1125hz,1128hz,1132hz,1136hz,1140hz,1144hz,1148hz,1152hz,1156hz,1160hz,1164hz,1167hz,1171hz,1175hz,1179hz,1183hz,1187hz,1191hz,1195hz,1199hz,1203hz,1207hz,1210hz,1214hz,1218hz,1222hz,1226hz,1230hz,1234hz,1238hz,1242hz,1246hz,1250hz,1253hz,1257hz,1261hz,1265hz,1269hz,1273hz,1277hz,1281hz,1285hz,1289hz,1292hz,1296hz,1300hz,1304hz,1308hz,1312hz,1316hz,1320hz,1324hz,1328hz,1332hz,1335hz,1339hz,1343hz,1347hz,1351hz,1355hz,1359hz,1363hz,1367hz,1371hz,1375hz,1378hz,1382hz,1386hz,1390hz,1394hz,1398hz,1402hz,1406hz,1410hz,1414hz,1417hz,1421hz,1425hz,1429hz,1433hz,1437hz,1441hz,1445hz,1449hz,1453hz,1457hz,1460hz,1464hz,1468hz,1472hz,1476hz,1480hz,1484hz,1488hz,1492hz,1496hz,1500hz,1503hz,1507hz,1511hz,1515hz,1519hz,1523hz,1527hz,1531hz,1535hz,1539hz,1542hz,1546hz,1550hz,1554hz,weight
28852.0,24698.0,6285.0,14527.0,9924.0,14187.0,12670.0,27939.0,19934.0,4498.0,11187.0,29382.0,27326.0,13474.0,32396.0,38007.0,20271.0,31687.0,48778.0,32900.0,22635.0,56378.0,53556.0,19463.0,68007.0,92884.0,45421.0,96931.0,250800.0,367307.0,394496.0,325383.0,196141.0,61096.0,42739.0,92344.0,92706.0,46133.0,48028.0,161839.0,266564.0,322344.0,307308.0,234312.0,152887.0,117028.0,103641.0,75335.0,59571.0,64984.0,55230.0,44931.0,54705.0,51451.0,37664.0,46651.0,50521.0,36018.0,41276.0,52749.0,40172.0,39488.0,60573.0,52591.0,38146.0,73479.0,81264.0,46172.0,117626.0,228460.0,289335.0,271811.0,193307.0,103039.0,51449.0,34125.0,9953.0,15060.0,24314.0,16224.0,16172.0,2799.0,11756.0,3612.0,18400.0,2782.0,19274.0,4271.0,3068.0,12123.0,12738.0,15738.0,17735.0,20183.0,14256.0,8906.0,13315.0,11188.0,19737.0,24252.0,16606.0,18091.0,11315.0,13449.0,17864.0,40402.0,18604.0,44388.0,12088.0,36852.0,105923.0,16838.0,191981.0,21036.0,242643.0,14422.0,13783.0,234351.0,20481.0,174416.0,16139.0,92666.0,9806.0,27588.0,18274.0,36472.0,19151.0,49625.0,11482.0,39817.0,14729.0,15748.0,36260.0,20150.0,59733.0,13640.0,13599.0,48458.0,20220.0,19822.0,15630.0,83038.0,11115.0,149947.0,18855.0,188519.0,17065.0,188166.0,8717.0,151478.0,17598.0,91428.0,36104.0,20612.0,44242.0,11182.0,55839.0,16455.0,24756.0,37979.0,17858.0,18954.0,15600.0,37625.0,27471.0,40503.0,24822.0,20838.0,8905.0,19495.0,18652.0,35964.0,25852.0,32544.0,16635.0,16425.0,20118.0,15902.0,27866.0,25821.0,19260.0,22983.0,12124.0,11314.0,25799.0,10210.0,24325.0,23004.0,10244.0,34453.0,22911.0,36188.0,20.75
7785.0,12062.0,12142.0,19403.0,5976.0,19580.0,1861.0,14837.0,20904.0,4598.0,20991.0,8889.0,14872.0,22714.0,14059.0,11991.0,24933.0,22027.0,10492.0,19755.0,21202.0,8506.0,17611.0,23108.0,7542.0,18861.0,32903.0,20303.0,26149.0,60388.0,67506.0,38330.0,9227.0,42149.0,37308.0,2024.0,45192.0,54520.0,14048.0,76846.0,166649.0,223233.0,225539.0,178096.0,105973.0,45250.0,36430.0,38675.0,22443.0,16919.0,27787.0,20691.0,2465.0,21603.0,25109.0,11013.0,9436.0,19507.0,12975.0,4991.0,18674.0,19256.0,10752.0,14129.0,16429.0,8138.0,8704.0,16182.0,14307.0,7457.0,4274.0,900.0,8853.0,13568.0,9479.0,4812.0,11276.0,10230.0,4359.0,9530.0,10519.0,9963.0,15649.0,8215.0,16726.0,16424.0,13351.0,18550.0,10719.0,12262.0,12326.0,12647.0,17306.0,15330.0,21457.0,12009.0,22361.0,19335.0,14657.0,29760.0,9738.0,22529.0,15266.0,12238.0,15973.0,32455.0,16971.0,31951.0,22155.0,5398.0,68628.0,22210.0,129517.0,17192.0,158201.0,18516.0,22228.0,142072.0,20270.0,91719.0,18064.0,33148.0,18015.0,14908.0,14230.0,28428.0,13713.0,20181.0,19401.0,5116.0,14340.0,19090.0,19123.0,14593.0,13272.0,17704.0,20332.0,857.0,14624.0,12926.0,7216.0,17570.0,7597.0,11467.0,5547.0,1920.0,9935.0,9558.0,14678.0,9551.0,9830.0,2790.0,6819.0,3597.0,7903.0,15084.0,2181.0,19924.0,21418.0,9291.0,25508.0,13183.0,25004.0,8892.0,15378.0,5123.0,11317.0,9425.0,17488.0,8237.0,14958.0,3572.0,14528.0,6045.0,5400.0,22638.0,2917.0,22034.0,9489.0,11926.0,11312.0,11647.0,14656.0,9761.0,10020.0,12231.0,15521.0,14586.0,21070.0,10955.0,13474.0,7866.0,20.75
7134.0,8465.0,7127.0,9265.0,6721.0,10186.0,9539.0,8235.0,8813.0,8946.0,11229.0,9692.0,8539.0,11067.0,9934.0,6301.0,7991.0,9850.0,7604.0,7643.0,12159.0,11230.0,6932.0,10578.0,11365.0,5577.0,6095.0,11002.0,9666.0,5352.0,9985.0,9594.0,1711.0,13006.0,14342.0,1554.0,18637.0,27633.0,12559.0,33343.0,94797.0,147720.0,165191.0,137576.0,79705.0,26790.0,35047.0,40208.0,23701.0,19589.0,29571.0,23902.0,14022.0,20303.0,21239.0,13687.0,14680.0,20218.0,17233.0,13084.0,17976.0,18172.0,12610.0,13878.0,16600.0,13169.0,10677.0,15386.0,16404.0,12576.0,13992.0,16664.0,13408.0,11063.0,14305.0,14186.0,10445.0,12157.0,15822.0,13846.0,13045.0,11840.0,13536.0,15626.0,15622.0,15465.0,15456.0,10516.0,11673.0,13715.0,15596.0,13846.0,13615.0,13936.0,12383.0,10568.0,11727.0,16481.0,13000.0,18998.0,13546.0,13028.0,13187.0,14292.0,14132.0,22227.0,14571.0,19343.0,13062.0,10918.0,30457.0,12439.0,53472.0,12823.0,63390.0,11804.0,10517.0,54679.0,11391.0,33070.0,12901.0,13318.0,13404.0,9205.0,14226.0,6583.0,14692.0,3542.0,13081.0,7563.0,7914.0,11573.0,3014.0,11817.0,5319.0,11490.0,10543.0,9795.0,11202.0,7476.0,12398.0,4856.0,12112.0,9126.0,12400.0,8662.0,13461.0,4498.0,12176.0,6283.0,10362.0,8642.0,6883.0,11221.0,5430.0,11565.0,9117.0,9904.0,9821.0,9596.0,12123.0,6539.0,11771.0,7753.0,9494.0,9096.0,11099.0,6399.0,12327.0,5150.0,10253.0,7953.0,9349.0,8239.0,6076.0,10539.0,7686.0,10015.0,9579.0,8839.0,10589.0,7619.0,11576.0,7434.0,9836.0,9778.0,10699.0,8526.0,12245.0,5080.0,9724.0,6345.0,20.75
73088.0,25349.0,10882.0,53254.0,23020.0,11457.0,48779.0,53568.0,77550.0,65169.0,58881.0,50620.0,107663.0,139277.0,111170.0,48533.0,64554.0,84536.0,40561.0,54050.0,131813.0,138479.0,60132.0,105319.0,205625.0,188015.0,16591.0,280823.0,593404.0,803967.0,831804.0,675319.0,405440.0,132825.0,140610.0,245566.0,239535.0,124437.0,95751.0,336457.0,555102.0,678695.0,662768.0,510853.0,280053.0,88164.0,152971.0,189126.0,126708.0,56606.0,121726.0,146319.0,101846.0,69834.0,120872.0,143822.0,111566.0,49910.0,19668.0,45160.0,81189.0,117907.0,116107.0,68139.0,84289.0,142247.0,103896.0,80155.0,382353.0,702501.0,912896.0,925005.0,736492.0,436584.0,199718.0,216995.0,242230.0,177581.0,80749.0,36234.0,31655.0,63898.0,60720.0,67271.0,79995.0,39940.0,78401.0,21544.0,55454.0,72577.0,60108.0,80700.0,42521.0,81856.0,63185.0,81074.0,45324.0,116843.0,50465.0,99793.0,49653.0,68425.0,35712.0,113523.0,44484.0,143656.0,58970.0,103792.0,50382.0,27384.0,99658.0,24847.0,135261.0,3158.0,90360.0,2160.0,17388.0,62242.0,46940.0,144202.0,67229.0,171632.0,63674.0,109580.0,44731.0,16894.0,41280.0,113817.0,47585.0,127142.0,43720.0,38731.0,119899.0,13769.0,210977.0,18343.0,38095.0,180566.0,38093.0,196989.0,24431.0,479025.0,12557.0,752925.0,20471.0,852554.0,38347.0,723400.0,53934.0,435162.0,60506.0,177823.0,206466.0,52241.0,218365.0,42211.0,120530.0,59646.0,75596.0,115322.0,65303.0,182673.0,32541.0,159767.0,30621.0,90287.0,59784.0,110829.0,62419.0,142987.0,38069.0,122834.0,12565.0,90924.0,79736.0,23309.0,56983.0,33255.0,57284.0,39315.0,44254.0,100029.0,43597.0,113796.0,29410.0,87074.0,8505.0,47107.0,32170.0,34909.0,60663.0,36373.0,20.75
16811.0,9110.0,12371.0,17487.0,14349.0,9386.0,11853.0,10784.0,13881.0,11539.0,9710.0,7955.0,12240.0,12289.0,4439.0,12618.0,19757.0,15085.0,11280.0,14812.0,11506.0,4812.0,11332.0,15333.0,6387.0,12049.0,21829.0,12558.0,27136.0,54794.0,63247.0,46597.0,15932.0,30412.0,39787.0,13942.0,29381.0,52344.0,26833.0,48153.0,147335.0,232221.0,263281.0,222268.0,128806.0,31288.0,38059.0,51139.0,27208.0,16570.0,39639.0,35730.0,13809.0,22228.0,27936.0,16670.0,10211.0,19035.0,18171.0,8551.0,16561.0,22927.0,16340.0,11577.0,16828.0,15846.0,12227.0,15875.0,19672.0,15950.0,12976.0,19928.0,20612.0,11873.0,4902.0,10276.0,11940.0,11818.0,17507.0,23271.0,18773.0,21841.0,17715.0,19697.0,13655.0,24998.0,14700.0,26434.0,18283.0,15335.0,6555.0,13326.0,16034.0,13040.0,15001.0,22188.0,15106.0,12606.0,14236.0,15119.0,17431.0,32272.0,18088.0,29065.0,13171.0,7487.0,11091.0,45878.0,12700.0,94384.0,130233.0,12224.0,137257.0,11497.0,113466.0,13908.0,15951.0,73954.0,13407.0,34927.0,13879.0,10817.0,17909.0,24353.0,16113.0,24420.0,10949.0,8908.0,9831.0,9149.0,17699.0,11178.0,16877.0,10890.0,8555.0,12103.0,16579.0,12751.0,16244.0,21379.0,12379.0,16293.0,14433.0,3290.0,15360.0,13237.0,11570.0,17901.0,9377.0,14868.0,12667.0,6220.0,5103.0,14878.0,7581.0,13075.0,3553.0,14398.0,16913.0,13494.0,13591.0,17295.0,9508.0,10788.0,9609.0,6904.0,8634.0,14755.0,7610.0,18586.0,11604.0,14566.0,15518.0,5720.0,7624.0,13222.0,8723.0,10955.0,8072.0,14219.0,12715.0,10933.0,9406.0,10148.0,11370.0,5565.0,12365.0,3120.0,8959.0,8672.0,8554.0,10578.0,20.75
47712.0,34588.0,41870.0,46120.0,91588.0,4376.0,97668.0,64681.0,86334.0,64519.0,48613.0,26192.0,62060.0,30366.0,82534.0,152533.0,106399.0,94690.0,376378.0,616235.0,691835.0,566451.0,314163.0,74175.0,43288.0,69656.0,166328.0,241321.0,208591.0,89055.0,93087.0,154110.0,120310.0,62937.0,100020.0,100949.0,41039.0,29006.0,51635.0,24493.0,57390.0,88347.0,69376.0,46064.0,64889.0,54279.0,48258.0,91601.0,99483.0,58635.0,48966.0,75147.0,48405.0,32295.0,100788.0,135475.0,140916.0,137870.0,115849.0,75703.0,77867.0,96257.0,73536.0,55700.0,82772.0,73675.0,46286.0,74481.0,68230.0,23191.0,103721.0,143971.0,99142.0,100986.0,222243.0,304578.0,331315.0,315383.0,232649.0,111940.0,29172.0,200711.0,15617.0,271148.0,17427.0,152248.0,19965.0,144833.0,388233.0,12062.0,382357.0,13633.0,156462.0,16364.0,7560.0,743644.0,23001.0,1432022.0,40375.0,1813528.0,37147.0,1700494.0,17045.0,1154260.0,25895.0,453721.0,37736.0,191368.0,34402.0,360469.0,238751.0,41998.0,58414.0,58269.0,200587.0,57575.0,35635.0,179660.0,8126.0,31396.0,9435.0,143471.0,2363.0,175601.0,17510.0,69703.0,30564.0,83158.0,30620.0,164682.0,124994.0,25299.0,47494.0,18299.0,110653.0,7081.0,21622.0,104112.0,36068.0,14889.0,30472.0,112155.0,5695.0,154092.0,31160.0,96223.0,46488.0,68202.0,35346.0,140565.0,11483.0,127758.0,37572.0,2086.0,110594.0,12462.0,175602.0,39986.0,60131.0,149749.0,53191.0,67359.0,29020.0,55333.0,46458.0,76930.0,59239.0,44060.0,35060.0,17630.0,35418.0,50241.0,70551.0,54800.0,52313.0,67732.0,44560.0,30059.0,13438.0,34820.0,52682.0,30640.0,37254.0,55331.0,48515.0,38004.0,72696.0,24324.0,54525.0,70571.0,11904.0,77615.0,27.399999618530273
5851.0,7471.0,8775.0,13630.0,19618.0,15481.0,29767.0,11733.0,14486.0,32176.0,12964.0,28300.0,30870.0,7325.0,42114.0,64673.0,40581.0,44423.0,177278.0,318601.0,401462.0,377733.0,252680.0,78126.0,83914.0,184375.0,208865.0,177558.0,128292.0,79315.0,32112.0,32516.0,51662.0,42040.0,18427.0,38883.0,46632.0,24477.0,26140.0,42574.0,31842.0,9887.0,27701.0,35049.0,17118.0,21545.0,42689.0,32561.0,5395.0,31109.0,35010.0,15659.0,13605.0,36320.0,39004.0,35158.0,55528.0,63867.0,45246.0,33895.0,42104.0,32614.0,18544.0,39939.0,46932.0,23879.0,34390.0,57741.0,39744.0,19078.0,62438.0,68264.0,19976.0,80040.0,172528.0,208931.0,166034.0,89609.0,113257.0,167170.0,17988.0,167175.0,18579.0,116154.0,16015.0,56537.0,12700.0,43685.0,32233.0,12472.0,13190.0,13222.0,37066.0,13405.0,14530.0,43134.0,18990.0,46576.0,20376.0,66287.0,16674.0,79613.0,15598.0,66866.0,15970.0,29779.0,12662.0,10658.0,9693.0,25871.0,16976.0,10885.0,11559.0,13266.0,15828.0,13660.0,15769.0,13898.0,18780.0,11465.0,16558.0,13966.0,13271.0,17484.0,14169.0,8590.0,13283.0,8952.0,10676.0,18031.0,10311.0,9991.0,5544.0,11655.0,13459.0,13039.0,15118.0,10173.0,17290.0,5352.0,14554.0,9841.0,10700.0,14758.0,11696.0,9692.0,10671.0,6119.0,7474.0,17269.0,5903.0,14412.0,2037.0,10767.0,10829.0,13328.0,11756.0,11207.0,13932.0,5638.0,14485.0,4475.0,8058.0,12298.0,6632.0,11811.0,8638.0,3842.0,8577.0,12891.0,5696.0,13900.0,8036.0,3824.0,7565.0,13784.0,10885.0,10361.0,7539.0,7778.0,9733.0,3056.0,7010.0,10026.0,13536.0,11469.0,13574.0,3531.0,9983.0,12505.0,11073.0,15682.0,27.399999618530273
27080.0,13183.0,7616.0,14668.0,6196.0,24551.0,17516.0,34016.0,24598.0,21231.0,21854.0,41751.0,38705.0,18734.0,51349.0,69775.0,40041.0,54007.0,159855.0,245984.0,268778.0,216994.0,117602.0,16331.0,52109.0,80164.0,86030.0,86166.0,73324.0,41680.0,12189.0,25488.0,25420.0,8743.0,11848.0,21935.0,15458.0,5692.0,16879.0,15184.0,3769.0,11047.0,13360.0,6413.0,5241.0,13506.0,12219.0,2849.0,10985.0,12404.0,3513.0,8169.0,11328.0,4719.0,8480.0,21922.0,28196.0,22984.0,12053.0,10179.0,10644.0,7372.0,7337.0,8147.0,6080.0,7216.0,11116.0,9638.0,7043.0,10929.0,10549.0,5425.0,6313.0,11601.0,22654.0,46430.0,80926.0,114853.0,133904.0,129910.0,17824.0,105213.0,11501.0,69093.0,13957.0,32053.0,20777.0,7075.0,12921.0,18408.0,9944.0,12823.0,4698.0,18527.0,20157.0,9725.0,14633.0,7965.0,14553.0,4403.0,18684.0,6311.0,17597.0,5443.0,14268.0,779.0,17902.0,5810.0,19571.0,9835.0,6995.0,14734.0,3472.0,16101.0,9580.0,19974.0,16429.0,8979.0,12058.0,2390.0,16115.0,4738.0,18087.0,7167.0,11703.0,4926.0,10615.0,4201.0,20228.0,10295.0,11638.0,22058.0,5904.0,18689.0,5244.0,17981.0,16667.0,9329.0,13896.0,7514.0,16236.0,5729.0,19340.0,8839.0,16521.0,9782.0,15492.0,5909.0,21391.0,5268.0,20700.0,10116.0,9078.0,15075.0,5200.0,18070.0,7034.0,20780.0,15833.0,7016.0,13713.0,4391.0,21623.0,6664.0,22329.0,9856.0,15768.0,8492.0,21650.0,5919.0,26449.0,10089.0,18391.0,10530.0,5852.0,13880.0,7323.0,23662.0,9754.0,24445.0,13026.0,6969.0,14904.0,4613.0,25201.0,10480.0,20423.0,12028.0,17624.0,6060.0,28895.0,8515.0,27.399999618530273
37729.0,13349.0,41603.0,45943.0,60542.0,16068.0,62002.0,34611.0,59169.0,48532.0,33662.0,30277.0,76076.0,60572.0,27540.0,109198.0,119316.0,28828.0,221696.0,440842.0,546320.0,478734.0,273378.0,31548.0,167957.0,301578.0,396950.0,434460.0,369309.0,207262.0,22017.0,98609.0,105929.0,30527.0,53159.0,80583.0,41105.0,26737.0,64598.0,48011.0,15508.0,53326.0,52572.0,15986.0,36391.0,47515.0,22716.0,28980.0,47079.0,30558.0,28299.0,54888.0,45190.0,32348.0,93113.0,144406.0,161823.0,145119.0,100460.0,38102.0,22042.0,54657.0,45320.0,3316.0,40392.0,52503.0,22720.0,28956.0,59511.0,43392.0,13629.0,66204.0,68715.0,6267.0,124014.0,232646.0,265566.0,212138.0,184160.0,274350.0,15536.0,332115.0,22838.0,278967.0,18149.0,134020.0,13665.0,28845.0,126871.0,21931.0,117225.0,19857.0,30310.0,9498.0,17207.0,146931.0,21233.0,273389.0,13393.0,334376.0,14959.0,315190.0,22046.0,229712.0,16215.0,113473.0,13155.0,33594.0,22759.0,66566.0,63017.0,19703.0,21285.0,12250.0,24728.0,22731.0,24255.0,39286.0,11767.0,20272.0,14338.0,12571.0,22612.0,31672.0,14428.0,24722.0,6767.0,1412.0,20303.0,21002.0,22311.0,18588.0,5686.0,12759.0,15642.0,22579.0,22073.0,20393.0,10653.0,8490.0,18399.0,11891.0,23204.0,17432.0,12665.0,8138.0,14158.0,12829.0,24283.0,21215.0,16991.0,14251.0,9817.0,10495.0,22798.0,24331.0,21963.0,20738.0,6024.0,12313.0,22598.0,20426.0,25151.0,22556.0,8558.0,9325.0,17614.0,13495.0,28099.0,22012.0,16513.0,13888.0,9204.0,9018.0,21704.0,27975.0,18875.0,25790.0,3590.0,9467.0,13984.0,18701.0,17378.0,21790.0,30519.0,9346.0,45419.0,21086.0,36563.0,31019.0,10229.0,20362.0,27.399999618530273
15823.0,15118.0,18973.0,6297.0,10803.0,26324.0,28168.0,29393.0,9430.0,43363.0,22994.0,43738.0,32221.0,11269.0,60615.0,78402.0,33841.0,79037.0,227710.0,356626.0,411470.0,368242.0,242147.0,75084.0,91455.0,215332.0,277561.0,267965.0,194670.0,87640.0,14180.0,64779.0,60698.0,18207.0,29929.0,46747.0,27452.0,12532.0,35948.0,32785.0,10773.0,21945.0,29749.0,16165.0,14075.0,28449.0,22723.0,6660.0,22184.0,26199.0,12800.0,8339.0,20954.0,20279.0,22153.0,42867.0,62336.0,67984.0,55742.0,30613.0,19019.0,32836.0,32496.0,17327.0,20620.0,30607.0,21737.0,13692.0,30054.0,30593.0,12525.0,18436.0,30433.0,21361.0,36953.0,87885.0,138933.0,179683.0,206455.0,214168.0,16600.0,197081.0,14320.0,154974.0,12789.0,96342.0,16962.0,35832.0,12383.0,16308.0,38352.0,11695.0,38425.0,13216.0,15173.0,17769.0,12267.0,14437.0,11497.0,29005.0,15051.0,24143.0,14148.0,11719.0,11083.0,19802.0,13923.0,21532.0,14885.0,8120.0,11459.0,12481.0,22413.0,13866.0,15924.0,14552.0,9548.0,4358.0,7980.0,20737.0,14771.0,22020.0,16235.0,8387.0,13824.0,12108.0,15344.0,19595.0,14226.0,11899.0,6605.0,6215.0,19363.0,8479.0,17969.0,13677.0,10275.0,6515.0,5906.0,17394.0,13159.0,22073.0,14186.0,12364.0,5908.0,9815.0,10946.0,18576.0,16720.0,14651.0,10670.0,6424.0,18147.0,6267.0,20846.0,14963.0,10459.0,14485.0,4809.0,10561.0,9822.0,16721.0,16194.0,9506.0,10359.0,8144.0,5378.0,18145.0,15512.0,15801.0,13621.0,5707.0,1247.0,14645.0,17638.0,11392.0,7248.0,14396.0,12603.0,4992.0,11854.0,20809.0,24805.0,13526.0,22945.0,6614.0,6199.0,18513.0,16624.0,16805.0,25557.0,2252.0,27.399999618530273
49449.0,11198.0,18829.0,46565.0,20230.0,29093.0,46346.0,55807.0,65036.0,67979.0,39724.0,61308.0,89868.0,62794.0,71067.0,142361.0,132162.0,91957.0,320594.0,575426.0,707234.0,643042.0,404343.0,93029.0,166433.0,290026.0,271656.0,169591.0,65206.0,37565.0,42905.0,28046.0,10505.0,15130.0,24053.0,19784.0,8103.0,18214.0,20954.0,7919.0,10370.0,18587.0,9987.0,10022.0,22990.0,19084.0,1274.0,19346.0,23069.0,5911.0,21994.0,39574.0,27283.0,21521.0,93893.0,161155.0,192287.0,171025.0,106330.0,31569.0,37277.0,51534.0,31897.0,21486.0,38829.0,37263.0,24060.0,27764.0,33833.0,30777.0,33379.0,40025.0,41574.0,58149.0,88910.0,108648.0,137234.0,230410.0,359808.0,452432.0,26544.0,451342.0,23123.0,343043.0,23883.0,166162.0,29176.0,24522.0,115225.0,27499.0,111598.0,21595.0,33872.0,23345.0,26384.0,140500.0,26147.0,268714.0,28223.0,335499.0,27876.0,318240.0,21719.0,228316.0,23277.0,107335.0,29528.0,38795.0,25911.0,70619.0,61599.0,20871.0,29161.0,29005.0,38746.0,31797.0,22984.0,44406.0,22078.0,26912.0,30432.0,26516.0,27531.0,36123.0,17568.0,27149.0,21780.0,18128.0,28752.0,24709.0,22073.0,28975.0,18612.0,27922.0,23238.0,26993.0,25950.0,19487.0,28744.0,16789.0,30776.0,24248.0,28269.0,20532.0,28145.0,12339.0,30974.0,23909.0,30219.0,24223.0,29750.0,7144.0,21991.0,31474.0,33390.0,29337.0,22092.0,29032.0,35068.0,6146.0,35176.0,23018.0,30133.0,19619.0,33866.0,3509.0,36534.0,26308.0,30984.0,30224.0,35241.0,10646.0,42352.0,18275.0,32779.0,35767.0,21529.0,39817.0,7286.0,60007.0,58899.0,31200.0,26972.0,32538.0,18115.0,11536.0,43773.0,14442.0,36003.0,24472.0,27500.0,13609.0,27.399999618530273
183971.0,141026.0,81154.0,121066.0,11161.0,24058.0,76122.0,127164.0,150126.0,124079.0,157088.0,291672.0,385178.0,316662.0,103604.0,195549.0,420963.0,629753.0,910413.0,1191669.0,1293831.0,1115082.0,701072.0,203916.0,209725.0,437478.0,472231.0,373340.0,213761.0,77241.0,127588.0,180483.0,181373.0,170340.0,157405.0,122502.0,80809.0,81313.0,84726.0,43081.0,34070.0,108856.0,154612.0,160927.0,129846.0,76148.0,30335.0,19500.0,23812.0,65737.0,112035.0,132323.0,118887.0,90519.0,75113.0,90638.0,133158.0,171810.0,179337.0,153909.0,122837.0,113217.0,116442.0,137771.0,180577.0,208286.0,194994.0,149121.0,105331.0,99888.0,125856.0,152062.0,149314.0,111416.0,103101.0,152675.0,179143.0,188141.0,245848.0,319362.0,146261.0,326730.0,98317.0,264609.0,74718.0,261039.0,88536.0,346596.0,358118.0,118686.0,255069.0,127958.0,350490.0,99991.0,65188.0,722943.0,74451.0,1085231.0,78959.0,1300154.0,52570.0,1312215.0,29434.0,1129839.0,31812.0,808149.0,26105.0,437495.0,74469.0,146702.0,166957.0,130496.0,208236.0,144807.0,148475.0,106869.0,47842.0,103606.0,39655.0,153098.0,64948.0,157877.0,87809.0,91956.0,119833.0,63712.0,176218.0,165515.0,260253.0,253125.0,294283.0,338598.0,279834.0,366115.0,220794.0,327035.0,248883.0,150913.0,168550.0,115687.0,95306.0,124567.0,77465.0,153969.0,134514.0,182740.0,161600.0,185386.0,132457.0,158215.0,66585.0,134094.0,146444.0,8718.0,168436.0,55905.0,164989.0,99691.0,143818.0,125270.0,191432.0,56773.0,230641.0,43594.0,224613.0,94587.0,145879.0,97807.0,53212.0,68197.0,168854.0,93405.0,258078.0,142715.0,155529.0,258370.0,127958.0,194913.0,80567.0,124150.0,56921.0,34598.0,52438.0,56222.0,133576.0,118102.0,166674.0,163053.0,158316.0,179003.0,172802.0,171702.0,27.399999618530273
40560.0,21482.0,28603.0,34400.0,62746.0,19589.0,80761.0,40040.0,43649.0,71063.0,21340.0,42991.0,63634.0,41424.0,47324.0,103125.0,100965.0,66446.0,244981.0,477682.0,644190.0,656552.0,481131.0,159301.0,217403.0,511379.0,638846.0,576341.0,377542.0,143077.0,31689.0,95101.0,64075.0,7654.0,53657.0,51957.0,17282.0,35036.0,47012.0,28030.0,24503.0,41538.0,34068.0,19566.0,34266.0,36701.0,20588.0,23214.0,33618.0,26343.0,17365.0,22738.0,22330.0,23060.0,35613.0,70928.0,122269.0,154247.0,134248.0,61215.0,38592.0,91631.0,76373.0,14845.0,75308.0,92994.0,37023.0,57244.0,108926.0,73146.0,36749.0,133259.0,130198.0,7721.0,207817.0,343883.0,293145.0,35240.0,346004.0,660650.0,29038.0,763974.0,22753.0,613456.0,24447.0,297487.0,29255.0,33577.0,197218.0,27851.0,175758.0,29994.0,16657.0,34453.0,29952.0,166054.0,23538.0,274855.0,27875.0,279976.0,28346.0,217561.0,21558.0,143644.0,24239.0,81469.0,28802.0,25276.0,23467.0,20617.0,36786.0,23116.0,25293.0,31274.0,10365.0,28782.0,19527.0,17955.0,25472.0,18671.0,31824.0,18951.0,27760.0,18088.0,23544.0,10206.0,24502.0,15167.0,22539.0,19480.0,9061.0,22692.0,11348.0,26260.0,21480.0,24046.0,22336.0,14323.0,26980.0,5188.0,24808.0,21170.0,18689.0,20778.0,26635.0,3975.0,31469.0,16246.0,22413.0,23914.0,15933.0,12950.0,11201.0,24043.0,27438.0,22635.0,28246.0,19282.0,28603.0,19194.0,30244.0,19651.0,21084.0,19946.0,22302.0,9620.0,26964.0,13389.0,19814.0,21951.0,19611.0,17254.0,29228.0,11911.0,21478.0,25551.0,21855.0,14992.0,11316.0,19711.0,15892.0,20527.0,6928.0,32649.0,30716.0,29416.0,37951.0,18772.0,22473.0,27383.0,22644.0,33788.0,27.399999618530273
