Input1,Input2,Input3,Input4,Input5,Output
7172.574460979719,-80586.35189774865,39299.96081385407,-7059.479654251535,278921.97060897434,23.799999237060547
12596.380901209246,-58209.57517103766,23508.894938224137,-34439.57413434659,211454.1295774879,23.799999237060547
26834.53183391753,-63961.860152345755,-77291.65819286543,-5947.414010413829,325901.9702120554,23.799999237060547
35592.39061094006,-54938.22752650091,-28092.03907690712,12885.828249754702,467280.8957699274,23.799999237060547
26748.82891222082,-28933.668834935568,-52746.85589509566,-57717.872530714805,260874.4496289463,23.799999237060547
145879.62090370592,-235698.55427971738,382630.3530356981,325558.2223347474,797460.4792030382,23.799999237060547
43317.45433679573,-63446.25229915053,14281.33468685467,-130247.41770218038,366093.44109094783,23.799999237060547
44416.24769669094,-271629.4946057279,27402.96961127103,-77046.2173020462,95180.04901554176,27.0
8008.943138804079,-72958.12920019471,22153.80459272829,-38952.961781502316,74531.82746696594,27.0
73242.5599322704,-602172.949262464,-9348.214387179347,-145727.58924899888,283443.1338717005,27.0
21309.963412432902,-98921.71205447167,-10448.347932846662,-85101.21839336552,140580.61227501676,27.0
144735.59538410863,-606593.0237139872,58467.2678732304,-187806.88631318056,74204.14788979723,27.0
55681.78197022726,-553984.5717173177,74734.99256104595,-339572.2815416426,93930.39580971035,27.0
40889.591201714284,-260432.06516674536,-31092.34789424572,-65230.79066084552,140394.58896405558,27.0
30949.543903649967,-287430.1223724455,-52896.10841042115,-38477.71882122895,68579.42874629235,27.0
9387.86133429832,-54312.126137820545,49055.13773379647,-30198.825757456983,38823.25990046392,27.0
9078.58868023697,-146534.29322371166,32825.54368551262,7173.000915963499,64223.29123970841,32.650001525878906
13253.610233423256,-45119.84746150957,-1979.690636520957,-7635.120552504916,13612.042840126143,32.650001525878906
19904.70282633722,-198445.17308059218,28630.33510781654,-24776.240339463315,66649.18909167142,32.650001525878906
3871.0903246088437,-55637.276605093255,30144.054092995186,-12922.18377504318,-616.1273695084597,32.650001525878906
11494.469371138124,-186999.49124076308,53749.33659878744,-19927.779230234362,44392.46551964783,32.650001525878906
8578.631730188788,-49617.71283641331,29439.17902026649,-9482.547356748066,4830.344981380022,32.650001525878906
7396.305874687486,-83735.3304354309,30843.913227547204,-6522.216905786269,1877.6810849085555,32.650001525878906
19057.999951959537,-83929.9059984619,6114.777330292678,-18326.94061201042,23023.862717631127,32.650001525878906
23196.073606139304,-213048.38446772218,63526.75430221285,-68722.72696241827,53261.37473020885,32.650001525878906
5355.313267803571,-95388.71752938059,10170.657352716,-20600.58915485495,23111.680646815614,32.650001525878906
14191.131615548424,-66529.59162622443,21176.171359924243,-16319.255136131484,1920.877077165301,32.650001525878906
25174.633935221056,-117938.75345238484,49745.23987740171,-51130.62334917066,4529.305589142652,32.650001525878906
101924.65127533324,-198858.7815240095,80911.57795895262,-95201.40310624892,49659.48641256026,26.600000381469727
12427.218567561591,-49069.1345904206,-36042.25559368665,-90993.94390415311,149438.92245438413,26.600000381469727
13671.522246672783,33107.309754863716,23652.424902278497,-28100.316104980182,84503.91969711032,26.600000381469727
26289.187959463925,-55106.35588854622,-135990.02747284726,-55320.36157176547,112040.54761475627,26.600000381469727
4912.932846218831,8339.206456645848,-8713.152087023453,-39696.45306880987,66049.93429666462,26.600000381469727
37968.63230151388,-167386.27459866094,-37767.721255468816,-70379.94085840731,97012.65878949736,26.600000381469727
3305.8605223033196,-35173.8648870009,-56538.707406907815,-53008.0610873922,57150.96954717925,26.600000381469727
15888.215214341983,-11902.08755532541,-26254.07809491971,-31926.556258930654,40363.9955032866,26.600000381469727
2891.5149635000184,-20938.16990776099,-3818.197843660619,-37738.4154343824,20285.999905632794,26.600000381469727
8759.367764369423,-19583.257140370635,6881.021143183166,-26818.045712606436,5782.15275079353,26.600000381469727
35840.45481556979,-100284.90692248044,9341.516679400662,-32728.71712991491,7509.922247866566,26.600000381469727
13271.008781476336,-25390.018481585543,-372.28297448616274,-23444.53248292788,4147.380120739108,26.600000381469727
14320.065950936445,-74395.03796442044,35310.198396195075,-34188.61623816401,49306.151714018124,26.600000381469727
148562.40145646792,-216620.23350287086,127137.72381767911,-106240.48248770158,56885.4243338682,26.600000381469727
16483.278228437644,-49873.64806488202,4951.944301766225,-64265.854814816434,87887.98787638523,26.600000381469727
17566.828017486732,-41855.74496027948,30403.211701892134,-62101.3015027819,60978.5937252194,26.600000381469727
9488.244709417679,-31316.783382072845,21154.029029459845,-24521.54359094925,18516.444157807837,26.600000381469727
24347.999782350947,-120557.14002204288,121901.36395572458,-171969.78901482918,-76657.26796868707,26.600000381469727
9048.80775608218,-44051.502751196975,51101.621114226065,-32200.27674091377,-34223.994807205294,32.900001525878906
30088.434604403392,-51406.89181805704,56521.26961154576,-25238.667036369498,-35384.85724389927,32.900001525878906
33019.59104768915,-44964.694233314716,54266.43754734625,9721.311599019396,-28242.621088389787,32.900001525878906
37683.11889365442,-36300.49960496948,31968.290413812338,31894.71915251618,-16454.84170290332,32.900001525878906
24242.249884819994,-29821.42460887801,33787.04853678404,-20256.875219324316,-38871.72774547293,32.900001525878906
5034.706892171452,-41502.00686867731,46012.68750406119,-17012.962480373015,-27206.93164891272,32.900001525878906
8004.046854135908,-36638.27971919207,68218.92298522984,13448.332048990711,-27739.685519239127,32.900001525878906
27462.69972176267,-61735.017508444515,63573.38786616346,-49479.9035216538,-54131.907624332154,32.900001525878906
43550.065899296285,-176030.61605094204,353128.7758919881,11979.446523849807,-128811.9931948118,32.900001525878906
18594.239442284434,-160976.13304556123,129578.36127758751,-31150.578878539585,24403.63682992646,32.900001525878906
21586.60731866158,-66658.67586556479,59145.23280699045,-29042.835441568066,-24387.550145667337,32.900001525878906
29204.63575569108,-192049.86092214487,171599.0196099782,-30854.996178356832,-90108.53911919426,32.900001525878906
59504.89435247033,-190214.67182627067,283320.4175220033,14676.658336284112,-101878.59950679698,32.900001525878906
39577.54016618031,-222053.23478602216,271358.89310101466,78144.49356407186,-89028.25760521386,32.900001525878906
32178.62587837383,-164602.1773050837,250972.28723360287,-10397.950925236344,-48447.58700185777,32.900001525878906
22988.8308355382,-143520.20244315514,325447.1373703205,162110.75659639385,2646.9298046684553,32.900001525878906
81103.73938676364,-164628.75310186142,418497.0413137431,121933.85789296067,-99039.05831950015,32.900001525878906
67812.30977842658,-232786.66896058744,364958.0266333888,77812.76173621371,-47742.20930699852,32.900001525878906
55249.727427342295,-252845.96895765178,432885.25791346096,117077.97994132106,-75490.97123719624,32.900001525878906
18952.119221470108,-137100.0428333036,105026.97518490953,-1735.2582714213372,-23440.597351653385,32.900001525878906
327740.4185234128,-180632.9249435001,-46161.718279664135,249039.34580318877,26880.541014742266,29.899999618530273
99792.46037553763,-174561.09695736045,19552.287216674173,122479.48538412052,-5286.6747005867965,29.899999618530273
62092.03028719609,-116169.01885922882,20735.717750001782,65674.86777450934,-11939.248296399084,29.899999618530273
617092.8086907163,-591401.398508382,136542.2209468323,-2017.259264557208,-331608.0339376679,29.899999618530273
223624.1842430554,-221341.80310964872,65902.58193627189,137183.75056902916,-11532.497513575272,29.899999618530273
154316.37900909272,-98110.26052099027,32941.24709325812,127416.61085962922,24870.356201254814,29.899999618530273
55271.12925326245,-88086.86135048514,26564.786710534958,81034.94177113225,7844.812946810109,29.899999618530273
25072.93658590194,-55862.37430212294,16007.42894984077,50109.57936126268,3142.6115502418843,29.899999618530273
46036.431414078485,-38207.482814541174,20189.884980460334,32830.18821535811,-3335.0725430819134,29.899999618530273
23604.93938183523,-45721.306419060966,22442.194435728266,23600.429155260998,195.19651890289583,29.899999618530273
1029439.0257152512,-842449.0146318994,143308.41136134125,179249.74546977223,136242.51180964327,29.899999618530273
684161.5167903813,-482023.9322159215,54353.703455575065,217391.05466688643,116845.70826802427,29.899999618530273
431924.51168310735,-280986.801493278,85787.61899695596,111267.4096726321,73635.66045162638,29.899999618530273
1126126.3730212734,-1054087.8104007908,178158.9832858414,245578.63197125873,237083.60439698206,29.899999618530273
444297.7551490543,-243852.11529668712,112081.98354813157,123437.96961106903,94319.30767296128,29.899999618530273
