941hz,945hz,949hz,964hz,968hz,1093hz,1113hz,1132hz,1144hz,1148hz,1285hz,1363hz,1437hz,1500hz,1507hz,1519hz,1527hz,1535hz,weight
2057.230013,2854.204731,4098.251179,14634.063741,25033.626764,1696.1457,100.706131,2945.895647,91.619906,45.028121,1991.740434,63.426476,1578.341048,1124.431316,14051.935022,5080.802472,3123.738436,14248.454094,27.8
2354.281426,261.418896,1247.354097,1797.88669,1621.741805,45702.605353,13055.65934,5392.26454,16434.366537,29104.372719,2490.626448,1587.367007,114.244207,154442.83411,125674.467421,84494.279996,19021.607657,46904.666886,27.8
110.137405,87.785747,925.171581,2498.40023,6697.062154,1170.073674,4277.595277,963.540843,430.415611,2591.552469,16964.680759,521.552968,1198.025412,14159.949217,20376.772475,1906.073172,6026.906739,10028.454758,27.8
8723.543279,10216.519832,2121.341695,20893.404391,14639.928748,124946.916058,53860.990247,15551.994067,30994.100539,10623.342539,61982.302785,22125.920166,3863.910471,240331.134084,183650.38427,74235.916877,32325.405801,24162.931011,27.8
6452.778926,765.499491,10018.702593,5850.233566,2476.405251,12692.212145,64988.750545,85498.470809,11774.449026,15022.799507,10063.52857,4232.812516,101.411621,92188.378451,135229.530546,123488.474215,26283.844263,4347.566626,27.8
942.418814,4010.129108,1394.009966,10710.293797,16471.594641,33560.938445,4193.374423,4440.359219,2723.054075,2397.736107,14226.27069,1650.187682,176.627152,154595.037873,52741.228063,4947.173868,2043.127234,2532.938426,27.8
2371.821893,1644.994842,2126.025389,759.248502,1176.731913,12952.073601,8781.878508,2671.148297,1697.951879,4993.940764,6705.876604,273.530387,1095.122217,70.913873,1273.199243,2232.309666,591.73288,465.818029,27.8
1182.359025,2253.98637,68.06423,1523.680402,2435.396191,807.350082,701.882307,425.137704,494.107158,236.863907,2653.659565,192.738897,413.532263,386.491959,367.668573,757.908513,39.681248,753.80598,27.8
7253.336209,4155.266522,4884.001871,8748.307848,7897.594425,36736.55506,19975.128336,16529.707765,5407.108514,9496.698043,4818.065587,2000.589838,175.661288,18723.164635,13500.172169,71807.08128,2483.299842,31766.597058,27.8
850.039061,3034.153859,2594.890836,7667.177759,7117.170557,24363.56492,7149.742412,39.06201,7258.083109,9347.726124,2507.69087,121.139561,2.649552,8155.23392,41001.163557,13845.415437,1377.693745,2098.622513,27.8
2437.577975,5787.775497,5469.496248,16855.18635,12394.519197,80985.742827,2900.674106,19910.108662,9949.76442,37909.452828,43673.581714,9433.239569,4004.917101,84237.12385,1163540.626386,85025.117778,88374.107612,98782.056672,27.8
218.650709,141.356455,893.614075,4433.597064,149.435943,4117.69693,1511.716163,13788.832686,5559.371006,18152.037726,73082.082134,5880.620959,3682.553727,384446.769052,257796.275471,55691.749287,5830.879827,18594.790718,27.8
5163.69319,3763.432074,3081.258446,12295.163269,6263.972079,21844.723029,13045.78839,3739.422115,9375.761345,5302.182933,56.93184,1321.511478,2207.910697,5361.0679,2094.895408,6581.395798,11352.274197,5309.023791,27.8
2999.439424,427.237729,3016.283187,1945.562284,270.904807,1330.129079,1322.494703,521.413064,3254.295163,365.606211,11255.232137,12.76175,65.005705,2927.930785,961.779837,16119.15165,24932.160098,32204.261724,27.8
3444.285121,5674.96971,457.373244,6644.694251,12525.507408,21091.120384,5405.060167,182.026357,13741.622507,21574.500264,42903.282254,28734.967906,193.954372,416429.991574,390073.031304,41501.76076,34782.358827,5216.733631,27.8
2051.337541,906.276638,2709.289087,2308.030013,6636.865569,15948.670142,10226.942968,1006.516054,9786.794261,2799.71797,20903.766907,289.336312,236.228054,1012.440859,1545.537485,1489.094825,3365.974751,9051.690483,27.8
53.660557,6124.479877,3128.385563,1095.212385,2747.874969,14385.768181,3749.197905,3600.577077,8379.079155,11401.123911,503.761037,448.445626,3432.527989,1054.538812,2088.435511,4579.519021,2596.502716,5918.782133,27.8
23729.17305,34044.070742,10451.113389,14753.092854,24820.043695,30161.150786,4642.098011,8593.264208,4607.242999,248.910868,380.808101,40262.017177,11807.500958,68148.182638,354931.378788,98150.243251,30104.212791,81222.674951,27.8
24921.826929,71074.775395,5608.254,50895.011217,217425.538601,7803.860326,17867.147733,3776.442732,1107.785442,7639.069621,4021.541108,56456.480893,7639.600086,86457.547313,194800.282429,200460.699785,183926.067412,59716.221308,27.8
1006.146967,6110.241335,1407.494592,5284.477555,6506.419768,23169.349262,1816.552122,6518.834572,5568.849204,1152.386289,54257.535519,609.174798,1081.266884,1130.514277,1551.277145,2233.999408,1998.873079,3129.309086,27.8
4924.8549,3133.575574,2600.132696,1756.684236,4993.968454,5356.323598,2314.552547,2654.058793,11.556825,8.79404,1667.916708,1113.132301,535.555711,349.552809,1844.17837,302.78089,1419.061026,1021.683726,27.8
1448.221504,159.089842,173.565875,1495.942249,2243.705831,6174.515335,262.250049,478.77369,565.809306,481.740832,3186.275269,1719.330634,423.349647,215.348225,1057.077435,760.447465,1370.36963,1109.790991,27.8
558.684674,319.929739,149.271278,964.150945,2858.797725,2052.141342,2178.281727,85.928329,1054.029481,2645.569704,1577.428262,1246.636359,37.915718,369.484258,728.399332,661.268407,11.732446,1141.018232,27.8
388.513026,836.69475,1017.870968,5167.433063,1587.022223,7826.15937,5552.811628,3060.495366,1498.137038,2226.158429,501.97011,1452.54935,705.71228,92.583947,28.905256,157.748473,477.132424,1729.226241,27.8
6561.563308,199.368992,325.924271,489.749983,349.077547,1624.605206,105.639603,1650.255528,13836.66018,16041.766811,6888.024604,1203.149119,2144.148077,1717.64264,9384.251914,2867.534503,1298.932495,8738.863394,27.8
1652.070044,266.403279,1579.120814,606.200554,74.438789,535.918289,6232.110816,8182.414708,937.218509,317.749989,75877.624235,1367.986956,1995.176139,9610.836891,3738.361201,15119.52265,7119.687816,9742.01332,27.8
13.306533,1541.837458,4398.273332,4221.554345,5964.719239,122586.404766,3041.214918,2021.99724,1259.784649,1033.700978,11983.349669,282.942624,270.78529,2348.661022,12380.318575,35993.892868,13699.064184,4701.560663,27.8
3797.804865,2417.677261,2924.680095,6875.778104,24472.625523,56159.542363,10434.106283,10406.888582,4224.911303,9974.029951,14477.199547,9781.054117,4180.042647,72391.285072,1193669.013047,70795.249115,127070.162477,46459.398024,27.8
274.757896,259.64564,4301.24541,3711.273932,559.839196,53927.236633,12855.658174,4881.092271,1036.849904,231.747899,50430.137664,354.360289,791.858494,3339.773728,6343.09653,4747.173549,13685.395519,14726.811474,27.8
1397.995119,69.821201,1905.534235,632.838069,2170.180016,6206.906879,1427.081657,765.639178,83.042128,685.197121,2243.731539,250.817502,332.745436,1164.381226,376.630453,1076.161242,2333.755829,2861.168981,27.8
5074.903474,3783.340826,44.723044,93.780612,3070.521268,6688.962957,1690.899778,2652.539701,67.449732,1012.583089,4776.310048,646.685056,759.824575,1680.518967,4632.017868,4313.529024,1694.610878,3968.779162,27.8
2228.250096,654.202445,5074.456224,6182.455563,32664.951391,21625.944875,4518.889558,4387.536243,847.706174,6389.18368,32871.386597,7569.341306,13903.751607,22821.731534,146676.913085,1342202.482248,156335.331919,37952.00254,27.8
74887.19037,36735.443242,3792.395291,31914.596132,14529.126026,40317.739786,5944.729275,4517.194414,43135.206391,14430.681977,48301.423131,4797.718859,5694.326581,5782.312974,50046.924163,19301.284259,54498.608496,83152.926394,27.8
17399.728352,7390.027486,6173.808985,1732.908654,4649.647896,307207.627163,46543.184164,9708.050172,33939.063831,26320.459,227193.397477,2336.371096,7699.094324,171293.770173,227215.280808,387406.965025,382884.415147,318371.105197,27.8
5407.054114,807.31593,2769.365982,885.284221,1032.768712,8094.193026,4618.155042,3146.314225,9136.073864,5478.223185,37412.990864,80.95011,3983.93581,11143.411175,35729.471284,1114.795652,7965.465976,10729.510143,27.8
10180.021131,27394.209928,17175.250716,5621.257406,3628.35938,3106.550075,3235.234338,8191.452996,10758.015424,8160.108016,13448.243371,4804.535096,4155.427347,10347.79141,91.585936,14259.682685,22402.040433,5440.279248,27.8
3861.516456,14646.758183,9907.165191,185.081553,13982.663487,13928.983143,8974.107854,13524.630609,12510.574954,10636.510546,3048.679767,5710.830273,3975.890984,3157.796604,493.547994,9373.031738,14450.603305,5277.089113,27.8
1488.176542,2450.028667,423.134416,179.914371,136.343891,10674.650775,366.518113,1388.815309,836.170552,1280.349238,495.68857,1370.972444,563.680298,15312.760212,134919.693897,171350.16676,5123.307958,1872.02269,27.8
60.560812,3143.407857,3614.123151,4503.646327,855.62962,2713.236224,2915.343331,917.915865,2557.873324,3552.464727,8065.384104,1187.384375,90.535939,780.964523,325.841851,15832.137292,307.001191,3165.831845,27.8
118991.911828,72606.358492,125937.439106,127132.853549,133495.338566,6914.817326,17489.787936,18304.00308,24506.727274,27671.143347,26944.74647,16043.015019,611.444005,12402.095146,21616.76716,22994.590956,11563.494391,12217.843407,27.8
6021.222867,7920.959508,5299.338864,2983.282871,1926.433693,173115.326951,16515.901335,5681.438291,4028.427488,4988.08903,5435.315893,888.344869,144.198731,1375.818152,7746.912711,11782.068475,4435.530874,2935.943832,27.8
231.385803,2479.66234,132.640483,1863.895774,4627.635988,439473.28442,14360.894084,5550.78116,1061.177982,1673.951949,30866.506378,8384.605616,16939.863143,1560.321577,786.385342,2608.637045,277.228195,616.549881,27.8
654.402682,1466.69468,154.63358,884.927224,55.762529,611.399857,607.870909,64.38428,172.389946,820.278918,325.717301,368.922301,509.690012,434.124438,81.576843,436.944879,39.162335,874.21471,27.8
1164.081045,249.745394,529.900569,3196.84522,3750.689047,525.451092,149.78231,68.883238,318.94298,43.446062,412.435016,27.066745,162.176703,467.370455,933.725428,167.733401,1298.596557,1110.370963,27.8
2578.527604,949.103455,762.003338,1859.363071,3846.704787,15439.406053,3515.463857,5249.616371,1244.509607,220.790907,4083.633291,3736.187209,12486.73117,1608.196616,42136.968054,338718.327267,460095.971889,271056.731869,27.8
810.247916,3600.453545,753.124054,1650.994421,2603.642076,3052.866414,2321.945488,1839.17612,2700.037942,443.16211,6610.991294,345.482266,93.838922,17878.548905,11786.863837,411229.276641,185880.482833,4752.07732,27.8
6786.916279,385.670075,8531.19927,4711.91082,10509.692204,82032.670962,7523.524918,5977.453593,1890.861592,266.893114,14035.76277,4820.113667,2710.054086,20580.975102,98740.931768,59312.187477,762932.218447,165288.157113,27.8
1684.279483,1586.814665,2424.741878,3055.548939,7084.008996,6472.673912,1747.031271,1014.245759,369.755813,805.632072,19983.378368,484.989219,22.245857,13147.921539,26882.660165,214765.873764,622488.213057,104434.225841,27.8
1587.318065,6196.47367,13167.412171,14154.870234,35537.169027,116011.297414,25709.641311,886.917796,4695.923999,13467.029178,99808.58241,13726.544626,3149.216621,2832.413029,1905.450437,3311.324368,76010.207949,562010.465393,27.8
4073.271437,1693.077184,1047.867233,2529.279959,14380.200489,15441.610343,3714.13765,2668.661964,2620.739135,1609.887706,26199.631267,19185.872302,3969.798518,2605.412612,19263.927593,78830.511844,431589.630775,95242.417478,27.8
531.041651,2954.713599,922.572027,3331.884094,7158.666986,2376.155203,3314.41607,742.7093,816.59585,899.197694,11848.874961,3136.173264,686.707923,4872.149997,28195.980816,29208.235086,109203.52613,139040.342441,27.8
546.784456,819.549947,109.285509,1072.161871,1972.7959,4057.980505,3452.585122,4457.472764,3957.422978,1123.42806,13577.680909,331.370406,24.798574,7364.795964,108918.903172,370013.40202,177268.988757,177895.209314,27.8
1243.213682,487.401248,103.258498,517.554094,1735.099299,66618.183211,13991.452027,3416.939585,2293.927309,3744.811086,9513.40282,554.587757,278.895125,462.591751,236.455666,409.337191,4242.315466,1461.221667,27.8
522.396103,182.039688,1324.88076,1188.022358,4611.563663,18171.961436,4564.129123,616.1696,132.010508,679.725556,2512.164341,897.159658,1012.652634,139.281475,56.482182,1038.990817,768.899339,25.357138,27.8
2429.666036,143.407487,622.268072,2955.82463,926.293294,21383.708085,2513.82148,4218.310453,1310.325711,900.011085,359.614345,258.44277,2210.541073,731.388663,70.404719,705.627945,2987.01185,230.303993,27.8
404.025068,328.524658,1219.569832,511.424989,438.660688,17620.551319,2051.452034,2513.858983,485.604014,259.360493,8080.812477,598.433647,1227.800562,344.229243,164.841615,54.853216,1330.431484,462.253293,27.8
1676.132733,1171.134884,836.76438,437.654936,3172.225121,9229.581254,3362.138016,10338.848938,17303.73292,6294.615253,74008.227007,427.488848,986.446376,3204.785246,5589.491605,6060.18245,11263.210884,9031.727271,27.8
1570.961889,111.570501,258.105701,1306.548695,1143.174193,12538.74204,2457.791486,5471.234995,215.202002,1881.922564,13029.813008,122.647724,13.943281,1335.083233,3251.16616,176.51072,1013.53641,880.140587,27.8
3175.856567,348.101362,2765.526273,4777.389893,1917.371032,242235.908474,33610.24885,3248.683569,1553.860005,8060.23877,60786.776591,584.250291,124.084113,23964.46661,62046.17505,390389.480826,2443403.894284,1409528.555658,27.8
5581.237186,12539.625292,10059.655491,4695.875388,17367.602356,137775.893915,26165.554059,15628.629886,2718.54709,19681.878414,121911.36573,9268.914383,2396.08671,7312.981366,19196.560791,208497.954598,512030.319962,43254.540749,27.8
2526.686013,1259.709491,134.559237,3866.09893,397.497506,192241.735096,2574.002526,4252.422871,101.209549,240.097648,365789.861165,2247.586005,248.537965,3227.177535,4092.305366,128070.421411,11135.342581,27327.523618,27.8
974.404331,142.887876,369.680623,2181.314458,120.624413,4698.144747,1915.441865,417.94171,352.8542,931.863035,46541.261192,38.231674,535.563234,67.520235,15325.605575,21095.885332,3439.943128,5472.576168,27.8
2363.174745,6120.457058,3985.448312,1707.048162,3825.618679,1008957.766944,66273.846362,36994.424345,21241.987479,22991.812164,36343.81937,1930.270133,2107.191944,776.27882,639.309867,1043.002315,7447.526502,6454.78686,27.8
2155.015956,1453.31032,464.395553,608.279888,8046.603402,2971.716218,1133.346502,2357.384428,2958.132798,3224.278127,9409.334957,4130.719911,1391.680892,4279.879272,3511.489241,556516.529793,141960.512279,68671.016641,27.8
4986.157396,52.448083,2245.039112,8160.735759,4038.372869,63475.943174,32124.358382,20225.493699,8534.076606,2867.577347,71695.913272,24775.379948,13043.864912,4029.570817,1032.596017,115543.992184,147406.900672,366965.162239,27.8
33.247808,314.465124,1047.502915,76.815228,1458.272749,69.493896,556.934099,746.969699,2640.836977,416.796419,99776.147354,472.853058,164.624298,146.430346,565.626041,1687.860757,779.462164,371.576321,27.8
4364.644862,8306.248848,5690.376846,3449.778921,8170.008038,94016.267493,22528.476206,6934.052441,4502.831529,5660.806386,128370.625139,904.024351,245.121727,3595.261358,4246.148962,118471.874369,18424.7586,28812.610134,27.8
1613.53072,168.555814,478.004633,5411.869922,1231.714802,16303.757183,1829.164409,829.586845,2227.303595,730.136406,22642.084886,228.865344,16.459216,759.055195,364.174392,892.248134,1393.850593,759.797973,27.8
2581.255062,412.051599,1124.911555,1128.691507,933.160129,45454.887461,3887.243504,3381.587269,1450.244086,866.804109,4152.223496,345.318075,1525.055526,567.350092,200.516131,776.848922,369.678859,518.984263,27.8
1275.313048,86.925538,457.832418,401.388137,144.766227,6486.404709,9524.805108,4398.862863,904.204167,3106.686933,61.773919,865.507818,1105.937908,369.322226,147.311004,491.884395,1229.225675,207.004949,27.8
2791.497304,1797.999272,570.547357,4588.999313,4560.483027,72055.012505,6481.131223,6434.235392,476.731403,3707.244454,120562.401522,621.979911,77.610702,4440.449488,4761.450267,1518.942058,30731.8657,10655.639537,27.8
614.646915,1535.455989,193.74031,194.215761,1843.4948,93809.464105,6940.288458,5619.49264,3592.921882,3251.171187,13696.339972,1351.098482,280.684717,3955.639356,2315.775125,5618.671603,15181.35135,2680.041632,27.8
1435.740612,293.439835,2325.320464,392.58568,1430.851372,14692.369911,6954.237867,4960.529965,1705.066108,296.392345,7934.96716,144.747135,715.659761,2326.437601,3101.572622,3735.297729,2209.607791,2707.755217,27.8
17192.054004,14640.694314,25476.899706,12465.331596,9848.79555,4772.548593,2590.730228,4317.037645,6165.744924,1937.128482,208099.499222,7287.15232,8114.045603,58775.80019,61079.51476,54980.356156,26653.854222,11772.664469,27.8
4046.546948,4863.910714,1365.647355,4521.580728,2810.894561,107008.187095,17004.185348,16004.679053,21095.714538,15665.88377,71214.886664,1175.225624,1222.460649,2923.039686,2229.17595,6933.076092,4278.948994,10362.156781,27.8
1068.344335,203.918002,279.004592,661.304614,516.768179,132197.179734,17603.810143,6878.251892,6073.485656,7103.309585,54855.028432,96.925603,21.068693,228.033,322.400988,409.97789,808.288903,2794.233863,27.8
575.9567,2255.078408,807.575839,2732.937148,2221.702052,20139.95981,3323.862969,7749.487163,433.209371,5351.612565,119590.994138,478.372202,5655.673699,12991.247688,22790.116293,120396.385722,190467.266767,201927.754687,27.8
117.203836,923.596462,5126.339667,2284.052561,3877.317026,4015.147542,4736.776933,2426.758902,1535.345432,2531.866202,3723.55535,3175.316696,242.251088,142.067817,2746.778447,5583.51382,21808.172956,753.7822,27.8
1965.314325,488.648658,366.51118,1720.814443,33.932514,1876.122225,897.591139,250.039589,530.730659,2590.322919,12779.199018,5110.032068,58.644783,1540.657035,3258.425762,7199.539806,13795.904739,930.567618,27.8
4318.22116,4972.759382,6517.48278,16574.086462,63237.235988,11352.499818,2038.160865,3379.805987,1966.65745,2120.836079,3826.494252,1832.161837,184.050166,11257.912077,30661.446669,263.909155,280.725498,11228.035315,28
2057.230013,2854.204731,4098.251179,14634.063741,25033.626764,1696.1457,100.706131,2945.895647,91.619906,45.028121,1991.740434,63.426476,1578.341048,1124.431316,14051.935022,5080.802472,3123.738436,14248.454094,28
2354.281426,261.418896,1247.354097,1797.88669,1621.741805,45702.605353,13055.65934,5392.26454,16434.366537,29104.372719,2490.626448,1587.367007,114.244207,154442.83411,125674.467421,84494.279996,19021.607657,46904.666886,28
110.137405,87.785747,925.171581,2498.40023,6697.062154,1170.073674,4277.595277,963.540843,430.415611,2591.552469,16964.680759,521.552968,1198.025412,14159.949217,20376.772475,1906.073172,6026.906739,10028.454758,28
8723.543279,10216.519832,2121.341695,20893.404391,14639.928748,124946.916058,53860.990247,15551.994067,30994.100539,10623.342539,61982.302785,22125.920166,3863.910471,240331.134084,183650.38427,74235.916877,32325.405801,24162.931011,28
6452.778926,765.499491,10018.702593,5850.233566,2476.405251,12692.212145,64988.750545,85498.470809,11774.449026,15022.799507,10063.52857,4232.812516,101.411621,92188.378451,135229.530546,123488.474215,26283.844263,4347.566626,28
942.418814,4010.129108,1394.009966,10710.293797,16471.594641,33560.938445,4193.374423,4440.359219,2723.054075,2397.736107,14226.27069,1650.187682,176.627152,154595.037873,52741.228063,4947.173868,2043.127234,2532.938426,28
2371.821893,1644.994842,2126.025389,759.248502,1176.731913,12952.073601,8781.878508,2671.148297,1697.951879,4993.940764,6705.876604,273.530387,1095.122217,70.913873,1273.199243,2232.309666,591.73288,465.818029,28
1182.359025,2253.98637,68.06423,1523.680402,2435.396191,807.350082,701.882307,425.137704,494.107158,236.863907,2653.659565,192.738897,413.532263,386.491959,367.668573,757.908513,39.681248,753.80598,28
7253.336209,4155.266522,4884.001871,8748.307848,7897.594425,36736.55506,19975.128336,16529.707765,5407.108514,9496.698043,4818.065587,2000.589838,175.661288,18723.164635,13500.172169,71807.08128,2483.299842,31766.597058,28
850.039061,3034.153859,2594.890836,7667.177759,7117.170557,24363.56492,7149.742412,39.06201,7258.083109,9347.726124,2507.69087,121.139561,2.649552,8155.23392,41001.163557,13845.415437,1377.693745,2098.622513,28
2437.577975,5787.775497,5469.496248,16855.18635,12394.519197,80985.742827,2900.674106,19910.108662,9949.76442,37909.452828,43673.581714,9433.239569,4004.917101,84237.12385,1163540.626386,85025.117778,88374.107612,98782.056672,28
218.650709,141.356455,893.614075,4433.597064,149.435943,4117.69693,1511.716163,13788.832686,5559.371006,18152.037726,73082.082134,5880.620959,3682.553727,384446.769052,257796.275471,55691.749287,5830.879827,18594.790718,28
5163.69319,3763.432074,3081.258446,12295.163269,6263.972079,21844.723029,13045.78839,3739.422115,9375.761345,5302.182933,56.93184,1321.511478,2207.910697,5361.0679,2094.895408,6581.395798,11352.274197,5309.023791,28
2999.439424,427.237729,3016.283187,1945.562284,270.904807,1330.129079,1322.494703,521.413064,3254.295163,365.606211,11255.232137,12.76175,65.005705,2927.930785,961.779837,16119.15165,24932.160098,32204.261724,28
3444.285121,5674.96971,457.373244,6644.694251,12525.507408,21091.120384,5405.060167,182.026357,13741.622507,21574.500264,42903.282254,28734.967906,193.954372,416429.991574,390073.031304,41501.76076,34782.358827,5216.733631,28
2051.337541,906.276638,2709.289087,2308.030013,6636.865569,15948.670142,10226.942968,1006.516054,9786.794261,2799.71797,20903.766907,289.336312,236.228054,1012.440859,1545.537485,1489.094825,3365.974751,9051.690483,28
53.660557,6124.479877,3128.385563,1095.212385,2747.874969,14385.768181,3749.197905,3600.577077,8379.079155,11401.123911,503.761037,448.445626,3432.527989,1054.538812,2088.435511,4579.519021,2596.502716,5918.782133,28
23729.17305,34044.070742,10451.113389,14753.092854,24820.043695,30161.150786,4642.098011,8593.264208,4607.242999,248.910868,380.808101,40262.017177,11807.500958,68148.182638,354931.378788,98150.243251,30104.212791,81222.674951,28
24921.826929,71074.775395,5608.254,50895.011217,217425.538601,7803.860326,17867.147733,3776.442732,1107.785442,7639.069621,4021.541108,56456.480893,7639.600086,86457.547313,194800.282429,200460.699785,183926.067412,59716.221308,28
1006.146967,6110.241335,1407.494592,5284.477555,6506.419768,23169.349262,1816.552122,6518.834572,5568.849204,1152.386289,54257.535519,609.174798,1081.266884,1130.514277,1551.277145,2233.999408,1998.873079,3129.309086,28
4924.8549,3133.575574,2600.132696,1756.684236,4993.968454,5356.323598,2314.552547,2654.058793,11.556825,8.79404,1667.916708,1113.132301,535.555711,349.552809,1844.17837,302.78089,1419.061026,1021.683726,28
1448.221504,159.089842,173.565875,1495.942249,2243.705831,6174.515335,262.250049,478.77369,565.809306,481.740832,3186.275269,1719.330634,423.349647,215.348225,1057.077435,760.447465,1370.36963,1109.790991,28
558.684674,319.929739,149.271278,964.150945,2858.797725,2052.141342,2178.281727,85.928329,1054.029481,2645.569704,1577.428262,1246.636359,37.915718,369.484258,728.399332,661.268407,11.732446,1141.018232,28
388.513026,836.69475,1017.870968,5167.433063,1587.022223,7826.15937,5552.811628,3060.495366,1498.137038,2226.158429,501.97011,1452.54935,705.71228,92.583947,28.905256,157.748473,477.132424,1729.226241,28
6561.563308,199.368992,325.924271,489.749983,349.077547,1624.605206,105.639603,1650.255528,13836.66018,16041.766811,6888.024604,1203.149119,2144.148077,1717.64264,9384.251914,2867.534503,1298.932495,8738.863394,28
1652.070044,266.403279,1579.120814,606.200554,74.438789,535.918289,6232.110816,8182.414708,937.218509,317.749989,75877.624235,1367.986956,1995.176139,9610.836891,3738.361201,15119.52265,7119.687816,9742.01332,28
13.306533,1541.837458,4398.273332,4221.554345,5964.719239,122586.404766,3041.214918,2021.99724,1259.784649,1033.700978,11983.349669,282.942624,270.78529,2348.661022,12380.318575,35993.892868,13699.064184,4701.560663,28
3797.804865,2417.677261,2924.680095,6875.778104,24472.625523,56159.542363,10434.106283,10406.888582,4224.911303,9974.029951,14477.199547,9781.054117,4180.042647,72391.285072,1193669.013047,70795.249115,127070.162477,46459.398024,28
274.757896,259.64564,4301.24541,3711.273932,559.839196,53927.236633,12855.658174,4881.092271,1036.849904,231.747899,50430.137664,354.360289,791.858494,3339.773728,6343.09653,4747.173549,13685.395519,14726.811474,28
1397.995119,69.821201,1905.534235,632.838069,2170.180016,6206.906879,1427.081657,765.639178,83.042128,685.197121,2243.731539,250.817502,332.745436,1164.381226,376.630453,1076.161242,2333.755829,2861.168981,28
5074.903474,3783.340826,44.723044,93.780612,3070.521268,6688.962957,1690.899778,2652.539701,67.449732,1012.583089,4776.310048,646.685056,759.824575,1680.518967,4632.017868,4313.529024,1694.610878,3968.779162,28
2228.250096,654.202445,5074.456224,6182.455563,32664.951391,21625.944875,4518.889558,4387.536243,847.706174,6389.18368,32871.386597,7569.341306,13903.751607,22821.731534,146676.913085,1342202.482248,156335.331919,37952.00254,28
74887.19037,36735.443242,3792.395291,31914.596132,14529.126026,40317.739786,5944.729275,4517.194414,43135.206391,14430.681977,48301.423131,4797.718859,5694.326581,5782.312974,50046.924163,19301.284259,54498.608496,83152.926394,28
17399.728352,7390.027486,6173.808985,1732.908654,4649.647896,307207.627163,46543.184164,9708.050172,33939.063831,26320.459,227193.397477,2336.371096,7699.094324,171293.770173,227215.280808,387406.965025,382884.415147,318371.105197,28
5407.054114,807.31593,2769.365982,885.284221,1032.768712,8094.193026,4618.155042,3146.314225,9136.073864,5478.223185,37412.990864,80.95011,3983.93581,11143.411175,35729.471284,1114.795652,7965.465976,10729.510143,28
10180.021131,27394.209928,17175.250716,5621.257406,3628.35938,3106.550075,3235.234338,8191.452996,10758.015424,8160.108016,13448.243371,4804.535096,4155.427347,10347.79141,91.585936,14259.682685,22402.040433,5440.279248,28
3861.516456,14646.758183,9907.165191,185.081553,13982.663487,13928.983143,8974.107854,13524.630609,12510.574954,10636.510546,3048.679767,5710.830273,3975.890984,3157.796604,493.547994,9373.031738,14450.603305,5277.089113,28
1488.176542,2450.028667,423.134416,179.914371,136.343891,10674.650775,366.518113,1388.815309,836.170552,1280.349238,495.68857,1370.972444,563.680298,15312.760212,134919.693897,171350.16676,5123.307958,1872.02269,28
60.560812,3143.407857,3614.123151,4503.646327,855.62962,2713.236224,2915.343331,917.915865,2557.873324,3552.464727,8065.384104,1187.384375,90.535939,780.964523,325.841851,15832.137292,307.001191,3165.831845,28
118991.911828,72606.358492,125937.439106,127132.853549,133495.338566,6914.817326,17489.787936,18304.00308,24506.727274,27671.143347,26944.74647,16043.015019,611.444005,12402.095146,21616.76716,22994.590956,11563.494391,12217.843407,28
6021.222867,7920.959508,5299.338864,2983.282871,1926.433693,173115.326951,16515.901335,5681.438291,4028.427488,4988.08903,5435.315893,888.344869,144.198731,1375.818152,7746.912711,11782.068475,4435.530874,2935.943832,28
231.385803,2479.66234,132.640483,1863.895774,4627.635988,439473.28442,14360.894084,5550.78116,1061.177982,1673.951949,30866.506378,8384.605616,16939.863143,1560.321577,786.385342,2608.637045,277.228195,616.549881,28
654.402682,1466.69468,154.63358,884.927224,55.762529,611.399857,607.870909,64.38428,172.389946,820.278918,325.717301,368.922301,509.690012,434.124438,81.576843,436.944879,39.162335,874.21471,28
1164.081045,249.745394,529.900569,3196.84522,3750.689047,525.451092,149.78231,68.883238,318.94298,43.446062,412.435016,27.066745,162.176703,467.370455,933.725428,167.733401,1298.596557,1110.370963,28
2578.527604,949.103455,762.003338,1859.363071,3846.704787,15439.406053,3515.463857,5249.616371,1244.509607,220.790907,4083.633291,3736.187209,12486.73117,1608.196616,42136.968054,338718.327267,460095.971889,271056.731869,28
810.247916,3600.453545,753.124054,1650.994421,2603.642076,3052.866414,2321.945488,1839.17612,2700.037942,443.16211,6610.991294,345.482266,93.838922,17878.548905,11786.863837,411229.276641,185880.482833,4752.07732,28
6786.916279,385.670075,8531.19927,4711.91082,10509.692204,82032.670962,7523.524918,5977.453593,1890.861592,266.893114,14035.76277,4820.113667,2710.054086,20580.975102,98740.931768,59312.187477,762932.218447,165288.157113,28
1684.279483,1586.814665,2424.741878,3055.548939,7084.008996,6472.673912,1747.031271,1014.245759,369.755813,805.632072,19983.378368,484.989219,22.245857,13147.921539,26882.660165,214765.873764,622488.213057,104434.225841,28
1587.318065,6196.47367,13167.412171,14154.870234,35537.169027,116011.297414,25709.641311,886.917796,4695.923999,13467.029178,99808.58241,13726.544626,3149.216621,2832.413029,1905.450437,3311.324368,76010.207949,562010.465393,28
4073.271437,1693.077184,1047.867233,2529.279959,14380.200489,15441.610343,3714.13765,2668.661964,2620.739135,1609.887706,26199.631267,19185.872302,3969.798518,2605.412612,19263.927593,78830.511844,431589.630775,95242.417478,28
