InstanceIndex,Output,Classification
385,23.500099182128906,1
386,27.8,1
387,28.0,1
388,28.299999237060547,1
389,28.0,1
390,19.100000381469727,1
391,28.2,1
392,25.2,0
393,27.8,1
394,27.8,1
395,28.0,0
396,27.4,1
397,28.0,1
398,32.900001525878906,0
399,27.8,1
400,23.75,0
401,22.75,1
402,23.6,1
403,26.0,0
404,22.0,1
405,26.2,1
406,27.6,1
407,18.8,1
408,28.0,0
409,26.649999618530273,1
410,29.899999618530273,1
411,26.0,0
412,20.75,1
413,26.0,1
414,28.0,1
415,28.299999237060547,1
416,20.8,0
417,34.599998474121094,1
418,27.5,1
419,27.8,0
420,28.0,1
421,25.200000762939453,1
422,28.0,1
423,28.0,1
424,27.8,1
425,19.200000762939453,1
426,28.0,1
427,27.8,1
428,19.5,1
429,32.54999923706055,0
430,20.8,1
431,26.2,1
432,27.8,1
433,31.399999618530273,0
434,27.8,0
435,31.399999618530273,1
436,27.8,1
437,28.0,1
438,31.399999618530273,0
439,19.100000381469727,1
440,28.0,1
441,27.8,1
442,31.649999618530273,1
443,26.0,1
444,17.6,1
445,27.8,1
446,27.4,1
447,28.450000762939453,1
448,26.0,1
449,27.8,1
450,19.5,1
451,28.2,0
452,19.5,1
453,28.0,1
454,28.0,1
455,25.8,1
456,16.8,1
457,31.399999618530273,1
458,24.700000762939453,1
459,18.899999618530273,1
460,26.2,0
461,26.0,1
462,32.70000076293945,1
463,27.8,0
464,28.0,1
465,26.600000381469727,1
466,17.6,0
467,26.0,1
468,27.8,1
469,26.0,1
470,27.399999618530273,1
471,27.8,1
472,27.6,1
473,20.2,1
474,26.2,1
475,27.8,1
476,22.000999450683594,1
477,26.0,1
478,20.8,1
479,27.8,0
480,28.0,1
481,26.0,1
482,34.5,0
483,18.799999237060547,1
484,26.0,1
485,26.2,1
486,27.6,1
487,30.350000381469727,1
488,32.650001525878906,1
489,24.399999618530273,1
490,26.2,0
491,27.6,0
492,19.850000381469727,1
493,20.100000381469727,1
494,18.799999237060547,1
495,28.0,0
496,28.0,1
497,26.2,1
498,34.150001525878906,1
499,24.399999618530273,1
500,28.0,1
501,23.75,1
502,23.6,0
503,26.2,1
504,32.70000076293945,0
505,18.100000381469727,1
506,28.0,1
507,34.79999923706055,1
508,26.0,1
509,18.100000381469727,1
510,26.0,0
511,26.0,1
512,19.6,0
513,27.8,1
514,34.20000076293945,0
515,26.649999618530273,1
516,27.6,1
517,27.8,1
518,27.399999618530273,1
519,27.399999618530273,1
520,26.0,0
521,25.209999084472656,1
522,32.900001525878906,0
523,18.8,0
524,25.209999084472656,1
525,28.0,1
526,34.5,1
527,34.79999923706055,1
528,27.8,1
529,34.79999923706055,0
530,26.0,1
531,28.2,0
532,26.0,1
533,27.8,1
534,28.0,1
535,26.0,1
536,36.599998474121094,1
537,34.599998474121094,1
538,18.8,0
539,26.0,1
540,27.8,0
541,20.75,1
542,16.8,1
543,26.0,0
544,24.100000381469727,1
545,29.500099182128906,1
546,27.4,1
547,33.5,0
548,18.799999237060547,1
549,26.0,1
550,26.2,1
551,26.2,1
552,16.8,1
553,26.0,1
554,27.8,1
555,21.5,1
556,33.400001525878906,0
557,28.0,1
558,28.0,1
559,28.2,0
560,21.5,1
561,27.8,1
562,32.54999923706055,0
563,26.0,1
564,28.0,1
565,27.6,0
566,28.0,1
567,19.100000381469727,1
568,34.20000076293945,0
569,26.0,1
570,28.0,1
571,26.0,1
572,21.6,0
573,26.0,1
574,20.2,1
575,25.8,1
576,26.2,1
577,32.70000076293945,0
578,26.0,1
579,21.5,1
580,20.100000381469727,1
581,28.0,1
582,27.6,1
583,32.650001525878906,0
584,26.0,1
585,34.20000076293945,0
586,23.5,1
587,28.450000762939453,1
588,29.899999618530273,1
589,21.6,0
590,34.79999923706055,0
591,28.0,1
592,29.899999618530273,1
593,28.0,1
594,20.75,0
595,27.8,1
596,27.6,1
597,25.200000762939453,1
598,21.5,1
599,19.6,0
600,18.899999618530273,1
601,34.599998474121094,0
602,34.150001525878906,1
603,28.0,1
604,27.399999618530273,1
605,25.200000762939453,1
606,34.79999923706055,0
607,26.0,1
608,26.600000381469727,1
609,27.6,1
610,18.100000381469727,1
611,22.0,1
612,28.0,0
613,26.0,1
614,26.2,1
615,27.8,0
616,26.0,1
617,26.600000381469727,1
618,18.799999237060547,1
619,26.0,1
620,27.8,1
621,28.0,1
622,30.350000381469727,0
623,28.0,0
624,36.599998474121094,0
625,27.8,1
626,34.150001525878906,0
627,34.5,0
628,27.8,1
629,26.600000381469727,1
630,21.6,0
631,27.8,1
632,26.0,1
633,29.899999618530273,1
634,30.350000381469727,1
635,26.0,1
636,29.500099182128906,1
637,30.350000381469727,1
638,32.900001525878906,0
639,22.75,1
640,23.75,1
641,26.0,1
642,23.500099182128906,1
643,18.100000381469727,1
644,27.8,1
645,22.000999450683594,1
646,26.0,0
647,26.2,0
648,24.700000762939453,1
649,25.2,1
650,20.75,1
651,27.6,1
652,27.399999618530273,1
653,28.0,1
654,28.0,0
655,25.2,0
656,33.5,0
657,26.2,1
658,31.649999618530273,0
659,32.900001525878906,0
660,20.2,0
661,19.100000381469727,1
662,20.2,1
663,26.2,1
664,20.75,1
665,28.0,1
666,33.5,1
667,27.6,1
668,28.450000762939453,1
669,28.0,1
670,29.899999618530273,1
671,26.0,1
672,34.5,0
673,33.400001525878906,0
674,26.0,1
675,16.8,1
676,25.209999084472656,1
677,27.8,1
678,32.54999923706055,1
679,27.5,1
680,20.8,1
681,22.75,1
682,24.399999618530273,1
683,27.6,1
684,28.0,0
685,28.0,0
686,23.799999237060547,1
687,18.899999618530273,1
688,24.700000762939453,0
689,26.0,1
690,27.6,1
691,26.0,1
692,27.8,1
693,27.399999618530273,1
694,28.0,1
695,26.0,0
696,31.399999618530273,0
697,26.0,0
698,26.0,1
699,26.0,1
700,26.600000381469727,1
701,34.20000076293945,0
702,16.8,1
703,20.2,0
704,28.0,0
705,26.0,1
706,22.000999450683594,1
707,22.000999450683594,0
708,17.6,0
709,27.399999618530273,1
710,21.6,0
711,33.400001525878906,1
712,27.5,0
713,28.0,1
714,18.8,0
715,26.0,0
716,20.75,1
717,25.2,1
718,33.400001525878906,1
719,32.650001525878906,1
720,27.8,0
721,25.8,1
722,25.2,1
723,29.5,1
724,16.8,0
725,26.0,0
726,24.100000381469727,1
727,21.6,0
728,27.8,1
729,32.70000076293945,1
730,23.799999237060547,1
731,28.0,1
732,26.2,1
733,32.650001525878906,0
734,19.100000381469727,1
735,29.500099182128906,1
736,32.70000076293945,0
737,26.2,1
738,23.799999237060547,1
739,18.899999618530273,1
740,20.8,0
741,27.6,1
742,28.0,1
743,26.0,1
744,23.799999237060547,1
745,28.0,1
746,20.100000381469727,1
747,28.0,0
748,23.5,1
749,22.75,1
750,34.5,0
751,28.450000762939453,1
752,34.5,1
753,18.899999618530273,1
754,26.2,1
755,27.8,0
756,18.899999618530273,1
757,23.5,1
758,18.799999237060547,1
759,26.0,0
760,32.900001525878906,1
761,34.79999923706055,0
762,27.399999618530273,1
763,32.650001525878906,1
764,36.599998474121094,0
765,27.8,1
766,22.000999450683594,1
767,26.0,1
768,26.0,1
769,28.0,1
770,36.599998474121094,1
771,20.75,1
772,26.0,1
773,27.8,1
774,23.5,1
775,20.100000381469727,0
776,27.6,0
777,26.0,1
778,26.0,1
779,19.100000381469727,1
780,34.79999923706055,1
781,25.2,0
782,27.8,0
783,28.299999237060547,1
784,28.0,1
785,28.450000762939453,1
786,30.350000381469727,0
787,25.2,0
788,19.6,0
789,26.2,0
790,24.399999618530273,1
791,28.0,1
792,18.899999618530273,1
793,19.200000762939453,1
794,26.2,0
795,36.599998474121094,1
796,26.2,1
797,27.6,1
798,28.0,1
799,34.20000076293945,1
800,33.5,1
801,27.6,1
802,28.0,1
803,25.2,1
804,28.0,1
805,28.2,0
806,33.5,0
807,27.6,1
808,27.8,1
809,20.2,0
810,26.2,1
811,25.8,1
812,27.8,1
813,28.2,0
814,27.8,1
815,21.5,1
816,26.2,1
817,26.2,1
818,26.0,1
819,28.2,0
820,31.649999618530273,0
821,26.2,1
822,23.75,1
823,27.6,1
824,27.8,1
825,28.0,1
826,26.0,1
827,20.8,0
828,30.350000381469727,1
829,32.900001525878906,0
830,27.0,1
831,26.0,1
832,27.8,0
833,19.850000381469727,1
834,34.150001525878906,0
835,28.0,0
836,31.399999618530273,0
837,32.54999923706055,0
838,29.500099182128906,1
839,26.2,0
840,30.350000381469727,1
841,17.6,1
842,26.0,1
843,26.0,1
844,30.350000381469727,1
845,27.8,1
846,27.8,1
847,26.2,0
848,28.0,1
849,27.5,1
850,20.2,1
851,26.0,1
852,33.5,0
853,29.899999618530273,1
854,29.500099182128906,1
855,24.700000762939453,1
856,34.150001525878906,1
857,29.500099182128906,1
858,25.209999084472656,1
859,24.100000381469727,1
860,28.0,1
861,24.100000381469727,1
862,16.8,1
863,26.649999618530273,1
864,26.0,0
865,23.5,1
866,26.2,1
867,23.5,1
868,26.0,0
869,34.150001525878906,0
870,19.100000381469727,0
871,27.6,1
872,27.6,1
873,33.5,1
874,34.5,0
875,27.5,1
876,27.6,1
877,31.399999618530273,0
878,22.4,1
879,26.2,1
880,28.0,1
881,34.20000076293945,0
882,27.6,1
883,27.8,0
884,28.0,1
885,23.500099182128906,1
886,30.350000381469727,0
887,20.8,0
888,26.0,1
889,28.0,0
890,33.400001525878906,0
891,25.2,0
892,26.0,0
893,26.0,1
894,27.8,1
895,23.5,1
896,26.0,0
897,18.799999237060547,1
898,20.2,1
899,27.6,1
900,32.70000076293945,0
901,34.5,0
902,28.299999237060547,1
903,29.899999618530273,1
904,34.20000076293945,1
905,29.500099182128906,1
906,27.6,1
907,26.600000381469727,1
908,27.8,1
909,28.0,1
910,25.209999084472656,1
911,28.0,1
912,25.209999084472656,1
913,27.8,1
914,28.0,1
915,19.5,1
916,20.8,1
917,27.8,1
918,29.899999618530273,1
919,18.100000381469727,1
920,30.350000381469727,1
921,26.600000381469727,1
922,25.2,0
923,26.0,1
924,28.299999237060547,1
925,27.6,1
926,28.0,1
927,26.2,1
928,23.799999237060547,1
929,32.900001525878906,0
930,34.599998474121094,0
931,27.6,1
932,28.0,1
933,29.5,1
934,26.2,1
935,28.0,0
936,21.6,0
937,26.600000381469727,1
938,28.0,0
939,25.2,0
940,20.8,0
941,27.8,0
942,29.899999618530273,1
943,34.599998474121094,1
944,28.0,0
945,18.899999618530273,1
946,24.700000762939453,1
947,28.0,0
948,31.649999618530273,0
949,24.399999618530273,1
950,26.2,1
951,27.399999618530273,1
952,17.6,0
953,26.2,0
954,26.649999618530273,1
955,27.8,1
956,25.2,0
957,27.6,1
958,19.5,1
959,27.399999618530273,1
960,31.649999618530273,0
961,30.350000381469727,1
962,22.75,1
963,26.0,1
964,28.0,1
965,26.2,1
966,32.900001525878906,0
967,29.5,1
968,27.4,1
969,28.0,1
970,18.8,1
971,27.8,0
972,28.0,0
973,23.500099182128906,1
974,33.5,0
975,27.8,1
976,26.0,0
977,18.100000381469727,1
978,19.850000381469727,1
979,23.8,0
980,23.5,1
981,27.8,1
982,19.6,0
983,34.599998474121094,1
984,28.0,1
985,28.0,0
986,26.2,1
987,20.2,0
988,26.0,0
989,26.0,1
990,21.5,1
991,27.6,1
992,19.200000762939453,1
993,26.0,1
994,21.6,0
995,27.5,1
996,29.899999618530273,1
997,27.6,1
998,21.6,0
999,28.0,0
1000,27.399999618530273,1
1001,19.5,1
1002,28.299999237060547,1
1003,31.399999618530273,1
1004,29.899999618530273,1
1005,26.0,0
1006,27.8,1
1007,27.8,1
1008,34.5,1
1009,19.100000381469727,1
1010,26.0,0
1011,27.8,1
1012,33.400001525878906,1
1013,26.0,1
1014,31.399999618530273,0
1015,26.2,1
1016,27.6,1
1017,27.8,0
1018,26.2,0
1019,29.5,1
1020,27.8,1
1021,26.2,0
1022,27.8,1
1023,22.0,1
1024,31.649999618530273,0
1025,20.2,0
1026,18.799999237060547,1
1027,23.5,1
1028,27.8,1
1029,28.0,1
1030,25.8,0
1031,28.0,1
1032,17.6,0
1033,27.8,1
1034,19.850000381469727,1
1035,27.8,1
1036,28.299999237060547,1
1037,19.5,1
1038,21.5,1
1039,26.0,0
1040,32.70000076293945,0
1041,26.0,1
1042,26.0,1
1043,21.6,0
1044,25.2,0
1045,28.0,0
1046,27.0,1
1047,27.6,1
1048,26.2,1
1049,34.599998474121094,1
1050,19.850000381469727,1
1051,25.209999084472656,1
1052,28.450000762939453,1
1053,26.600000381469727,1
1054,21.6,0
1055,27.8,0
1056,20.100000381469727,1
1057,28.299999237060547,1
1058,18.899999618530273,1
1059,19.200000762939453,0
1060,32.650001525878906,1
1061,24.399999618530273,1
1062,28.0,1
1063,27.6,1
1064,25.8,1
1065,25.8,1
1066,26.600000381469727,1
1067,31.399999618530273,0
1068,20.75,1
1069,27.6,1
1070,27.0,1
1071,27.8,0
1072,27.6,1
1073,27.8,1
1074,28.0,1
1075,26.600000381469727,1
1076,24.399999618530273,1
1077,16.8,1
1078,27.8,1
1079,23.799999237060547,1
1080,28.0,0
1081,26.0,1
1082,22.000999450683594,1
1083,28.0,1
1084,28.299999237060547,1
1085,25.2,1
1086,28.0,1
1087,28.2,0
1088,22.75,1
1089,27.8,1
1090,26.0,1
1091,28.0,1
1092,27.5,1
1093,28.299999237060547,1
1094,27.399999618530273,1
1095,25.2,0
1096,18.899999618530273,1
1097,19.200000762939453,1
1098,28.450000762939453,1
1099,28.0,1
1100,20.75,1
1101,26.2,1
1102,28.0,1
1103,27.8,0
1104,26.0,1
1105,27.8,1
1106,21.5,1
1107,28.0,1
1108,27.6,1
1109,27.6,1
1110,28.0,0
1111,20.8,0
1112,26.0,1
1113,26.0,1
1114,28.0,1
1115,32.650001525878906,0
1116,19.5,1
1117,24.700000762939453,1
1118,26.2,1
1119,18.799999237060547,1
1120,28.0,1
1121,27.8,1
1122,17.6,0
1123,22.75,1
1124,27.8,1
1125,28.0,1
1126,26.600000381469727,1
1127,21.6,1
1128,26.2,1
1129,26.0,1
1130,22.75,1
1131,26.0,1
1132,26.0,0
1133,26.0,1
1134,27.8,1
1135,28.0,1
1136,19.5,1
1137,26.0,1
1138,25.2,0
1139,27.8,0
1140,28.0,1
1141,28.0,1
1142,21.6,0
1143,26.600000381469727,1
1144,23.5,1
1145,27.8,1
1146,23.799999237060547,1
1147,25.2,0
1148,23.5,1
1149,22.75,1
1150,21.5,1
1151,26.0,1
1152,27.6,1
1153,28.0,1
1154,25.2,1
1155,28.0,0
1156,26.0,1
1157,28.450000762939453,1
1158,29.899999618530273,1
1159,23.799999237060547,1
1160,19.6,0
1161,24.100000381469727,1
1162,24.100000381469727,1
1163,33.5,1
1164,20.2,1
1165,28.0,1
1166,28.0,1
1167,32.900001525878906,0
1168,34.599998474121094,1
1169,26.0,1
1170,32.900001525878906,0
1171,29.899999618530273,1
1172,24.399999618530273,1
1173,26.2,0
1174,27.0,1
1175,34.5,0
1176,26.2,1
1177,28.0,1
1178,26.0,1
1179,26.0,1
1180,26.2,1
1181,26.0,1
1182,27.8,1
1183,29.899999618530273,1
1184,22.75,0
1185,27.8,0
1186,19.850000381469727,0
1187,27.6,1
1188,32.70000076293945,1
1189,30.350000381469727,1
1190,24.100000381469727,1
1191,17.6,0
1192,26.0,1
1193,28.299999237060547,1
1194,23.500099182128906,1
1195,20.2,0
1196,26.0,1
1197,21.6,0
1198,27.8,1
1199,34.150001525878906,1
1200,18.100000381469727,0
1201,26.2,0
1202,27.8,1
1203,29.899999618530273,1
1204,26.0,1
1205,27.8,1
1206,22.0,1
1207,26.2,1
1208,32.70000076293945,1
1209,25.200000762939453,1
1210,32.650001525878906,1
1211,19.200000762939453,1
1212,27.8,1
1213,25.8,1
1214,27.8,1
1215,18.100000381469727,1
1216,29.5,1
1217,19.100000381469727,1
1218,32.900001525878906,0
1219,28.0,0
1220,27.8,1
1221,20.2,0
1222,27.8,0
1223,25.2,0
1224,26.2,1
1225,29.500099182128906,1
1226,28.2,0
1227,29.899999618530273,1
1228,28.0,1
1229,19.100000381469727,1
1230,23.5,1
1231,19.200000762939453,1
1232,26.0,1
1233,28.0,1
1234,18.899999618530273,0
1235,28.0,1
1236,26.0,1
1237,29.5,1
1238,27.8,1
1239,28.0,1
1240,28.0,0
1241,19.100000381469727,1
1242,26.0,1
1243,25.8,1
1244,27.6,1
1245,31.649999618530273,0
1246,29.5,1
1247,31.649999618530273,0
1248,34.150001525878906,1
1249,18.799999237060547,1
1250,26.0,1
1251,32.54999923706055,0
1252,21.6,0
1253,34.150001525878906,1
1254,32.70000076293945,0
1255,29.500099182128906,1
1256,28.2,0
1257,26.0,1
1258,33.5,0
1259,26.0,1
1260,26.0,0
1261,20.75,1
1262,22.000999450683594,1
1263,34.79999923706055,0
1264,26.0,0
1265,26.2,1
1266,28.0,1
1267,34.20000076293945,0
1268,16.8,1
1269,18.899999618530273,1
1270,20.100000381469727,1
1271,33.5,0
1272,27.5,1
1273,28.299999237060547,1
1274,27.8,1
1275,27.8,1
1276,28.0,1
1277,27.8,1
1278,18.799999237060547,1
1279,30.350000381469727,1
1280,26.2,1
1281,26.649999618530273,1
1282,26.0,1
1283,24.700000762939453,1
1284,22.75,1
1285,26.2,1
1286,28.0,1
1287,31.399999618530273,1
1288,26.0,0
1289,23.500099182128906,1
1290,32.70000076293945,1
1291,30.350000381469727,1
1292,28.0,0
1293,25.200000762939453,1
1294,26.0,1
1295,27.8,1
1296,36.599998474121094,0
1297,19.5,1
1298,27.8,1
1299,16.8,1
1300,28.0,1
1301,26.2,1
1302,18.100000381469727,1
1303,27.4,0
1304,28.0,1
1305,30.350000381469727,0
1306,27.8,1
1307,25.200000762939453,0
1308,29.500099182128906,1
1309,31.399999618530273,1
1310,25.200000762939453,1
1311,32.900001525878906,0
1312,24.399999618530273,1
1313,27.6,1
1314,27.6,1
1315,20.8,1
1316,26.2,1
1317,27.8,1
1318,34.79999923706055,1
1319,18.8,1
1320,28.0,1
1321,34.79999923706055,1
1322,23.5,1
1323,19.6,0
1324,27.6,1
1325,28.0,1
1326,18.799999237060547,1
1327,27.8,1
1328,27.6,1
1329,27.6,1
1330,26.0,1
1331,28.0,1
1332,26.600000381469727,1
1333,26.2,0
1334,27.8,1
1335,28.0,1
1336,26.0,0
1337,26.0,1
1338,28.0,1
1339,27.8,1
1340,18.100000381469727,1
1341,27.8,1
1342,26.0,1
1343,28.0,1
1344,22.75,1
1345,16.8,1
1346,25.2,1
1347,26.0,0
1348,26.2,1
1349,24.100000381469727,1
1350,28.0,1
1351,21.5,1
1352,27.8,1
1353,28.0,0
1354,30.350000381469727,1
1355,28.0,1
1356,34.599998474121094,0
1357,26.2,1
1358,26.600000381469727,1
1359,34.5,0
1360,27.8,1
1361,26.0,1
1362,26.2,1
1363,29.5,1
1364,27.6,1
1365,31.649999618530273,0
1366,32.650001525878906,1
1367,27.6,1
1368,27.8,1
1369,28.0,1
1370,26.649999618530273,1
1371,26.0,1
1372,26.2,1
1373,25.200000762939453,1
1374,30.350000381469727,0
1375,34.20000076293945,0
1376,21.6,1
1377,26.0,1
1378,27.8,1
1379,32.54999923706055,0
1380,19.200000762939453,1
1381,31.649999618530273,0
1382,26.600000381469727,1
1383,27.8,0
1384,32.900001525878906,0
1385,28.0,0
1386,22.000999450683594,1
1387,30.350000381469727,0
1388,18.799999237060547,1
1389,20.8,0
1390,19.200000762939453,1
1391,31.399999618530273,0
1392,27.8,1
1393,28.0,1
1394,27.8,1
1395,29.899999618530273,1
1396,29.899999618530273,1
1397,20.8,0
1398,25.8,1
1399,27.6,1
